,Name,Established Year,Region,Latitude,Longitude
1526,Twisted Manzanita Ales,2010,California,32.831249,-116.9759463
1546,Chihuahua Brewing Co.,,California,33.6144919,-117.9297973
9191,SouthNorte Beer Company,,California,32.7718721,-117.2045788
1408,SoCal Beer Company,2010,California,34.175291,-118.550103
1239,47 Hills Brewing Co,,California,37.6442675,-122.4135879
1406,Manhattan Beach Brewing,1991,California,33.8843712,-118.4109935
9229,Stone Brewing,1996,California,32.7401545,-117.2111952
9228,Stone Brewing,1996,California,33.1160006,-117.119811
9227,BJ's Restaurant and Brewery,1978,California,38.002214,-121.317111
9226,Stir Cider Co.,,California,38.5815719,-121.4943996
1240,Cellador Ales,,California,34.2229416,-118.4978954
1278,Brewery At Lake Tahoe,,California,38.94657,-119.961656
1307,Josephbrau Brewing Company,,California,37.338475,-121.885794
1310,Red Car Brewery and Restaurant,,California,33.8356799,-118.316161
9213,State Room Brewery,2016,California,37.9733896,-122.5290004
1327,Zone 9 Brewing Company,,California,36.8271387,-119.6889859
1331,Sacrilege Brewing Project,,California,37.4609355,-122.4298475
1335,Mammoth Brewing Company,,California,37.6484111,-118.9831174
1344,El Dorado Hills Brewing Co.,,California,38.708454,-121.084382
1349,5150 Brewing At The Brass Tap Rocklin,,California,38.8009287,-121.2089299
1352,Novel Brewing Company,,California,37.8484599,-122.2851266
1368,Novo Brazil Brewing Co.,2015,California,32.6520353,-116.9613988
1379,21st Amendment Brewery,2000,California,37.7824892,-122.3924905
9197,BarrelHouse Brewing Company,2011,California,35.2801391,-120.6632533
1394,Dionysus Brewing Co.,2015,California,35.3159814,-119.0718251
3361,Tahoe Mountain Brewing Company,2013,California,39.1707449,-120.142012
4785,Aztec Brewing Company,2008,California,33.1497682,-117.2299038
3368,Mutt & Jess,,California,38.8210047,-122.7195865
5118,Tap It Brewing Co,2010,California,35.244096,-120.645957
5089,Lengthwise Brewing Co,1998,California,35.316907,-119.077613
5090,Mount Tallac Brewing Co,,California,38.9154259,-120.003603
5093,Walden Tide Brewing Company,,California,37.632262,-122.48861
7875,Brewbakers Brewing Co.,,California,36.3300495,-119.290706
5099,Grillin & Chillin Alehouse,2013,California,36.8514816,-121.3974559
5116,Peter B's Brewpub,1996,California,36.601343,-121.894416
7876,Elizabeth Street Brewery,,California,37.74839,-122.433487
5133,Fair Oaks Brew Pub,,California,38.6421411,-121.2695501
5070,Packinghouse Brewing Company,2010,California,33.954341,-117.440946
6678,Shizmo Brewing Co,,California,37.31611,-121.936549
8225,Loma Brewing Company,2016,California,37.2252873,-121.9823038
5137,Boulder Creek Brewing Co,,California,37.1240615,-122.1222518
5138,California Cider Company,1994,California,38.424961,-122.848101
5142,PH Woods Diner and Brewery,,California,33.9174779,-117.2601666
6657,Lincoln Court Brewery,,California,37.3747004,-121.9092551
5161,Callahan's Pub & Brewery,,California,32.9120984,-117.1482062
8242,Cleophus Quealy Beer Company,2014,California,37.7219641,-122.1910888
5068,Tanner Jacks,,California,35.0804721,-120.5862607
4687,Circle 9 Brewing,2017,California,32.8247571,-117.1603183
5038,Mount St Helena Brewing Co,1996,California,38.7526623,-122.615114
5027,"Almanac Barrel House, Brewery, and Taproom",,California,37.7831998,-122.2988369
5029,Topsy's,,California,37.7906054,-122.4037934
6707,Thompson Brewing Co.,2012,California,33.9101339,-117.448393
8260,"DasBrew, Inc.",2009,California,37.5029027,-121.9553741
5032,Bosworth Brewery,,California,37.735219,-122.441103
6704,Dunsmuir Brewery Works,,California,41.210882,-122.271999
6699,Golden Gate Park Brewery,,California,37.7749295,-122.4194155
5039,Petaluma Hills Brewing Co,2013,California,38.272012,-122.6640138
8245,AleSmith Brewing Company,1995,California,32.8885761,-117.1494165
5050,Siskiyou Brew Works,,California,41.225971,-122.1388226
5059,Long Beach Beer Lab,,California,33.8040616,-118.1988396
6696,Solorio Brewing Co,,California,34.0927357,-117.6001165
7871,Hardwood Bar and Smokery,,California,37.7703495,-122.4046496
6687,Highland Park Brewery,,California,34.1211667,-118.2037952
6684,Wild Donkey Brewing Co.,2012,California,34.0698087,-117.235725
5067,Santa Maria Brewing Co,,California,34.996242,-120.436427
5167,Tap Room No. 21 Brewing Company,2009,California,38.074584,-122.542871
5193,Taproot Brewing Co,,California,33.1433723,-117.1661449
5201,Reel Brew Co.,2013,California,34.1599999,-118.46
6603,Kaweah Brewing Co.,2013,California,36.1930718,-119.3320736
6613,Bridal Veil Brewing,,California,37.4856696,-119.9656295
5292,Full Circle Brewing Co,,California,36.727071,-119.790665
6604,Three Weavers Brewing Company,,California,33.9608211,-118.3746139
5293,Hoppy Brewing Company,1994,California,38.5546935,-121.4296948
5297,Taylor's Restaurant and Brewery,,California,32.715695,-117.161719
5301,House of Pendragon Brewing Company,2013,California,36.6910669,-119.547781
8185,Waterman Brewing Company,2015,California,38.4006172,-121.3572844
5318,Bradleys Brewing Co,,California,38.6773687,-121.2240041
8212,Fort Rock Brewing,2017,California,38.6300264,-121.21526
5325,Telegraph Brewing Company,2006,California,34.422903,-119.687689
5327,Humboldt Regeneration Brewhouse,,California,40.9476878,-124.1009717
5330,Independent Brewing Company,2013,California,37.7964272,-122.2712545
8175,Green Cheek Beer Company,2017,California,33.8255293,-117.864045
5331,The Hop Concept,,California,33.1416273,-117.1492671
5332,Bay City Brewing,,California,32.7579949,-117.2118382
5350,St. Florian's Brewery,,California,38.536794,-122.803397
5287,Federation Brewing,,California,37.7966661,-122.2750796
6618,Central Coast Brewing Co,1998,California,35.2857992,-120.6552655
5280,Topa Topa Brewing Co.,2015,California,34.2779664,-119.2989794
5274,Mraz Brewing Company,2012,California,38.7108578,-121.0858582
5220,Taps Fish House & Brewery,1999,California,33.9165763,-117.9000186
6655,Garage Brewing Co.,2013,California,33.4825051,-117.1432478
6654,Brew Rebellion,2008,California,34.00952,-117.0391112
7889,M.Special Brewing Company,,California,34.432237,-119.8682767
5228,Mumford Brewing,2015,California,34.0460871,-118.2420064
8206,San Francisco Brewing Co.,,California,37.8058697,-122.4230558
8205,Hemly Cider,,California,38.3315337,-121.5701857
5243,Moylan's Brewing Company,1995,California,38.094523,-122.556869
6638,Sonoma Grille,,California,38.2919905,-122.4605015
5247,Old Redwood Brewing Company,,California,38.547297,-122.816782
6634,Ocean Beach Brewing,,California,32.7472201,-117.2519729
6620,Intergalactic Brewing Co,2012,California,32.89875,-117.120481
6619,Gold Hill Brewery,,California,38.7838293,-120.8888769
5271,Hermitage Brewing Company,2009,California,37.315077,-121.866247
5273,Highway 1 Brewing Company,2013,California,37.165259,-122.359937
8264,Iron Oak Brewing Co.,,California,37.6750728,-121.8676682
8265,O'Shea Brewing Company,1991,California,33.5538368,-117.6735386
5020,Bear Roots Brewing Co.,,California,33.188226,-117.226229
6781,Iron Fist Brewing Company,2010,California,33.145823,-117.238546
6803,Smoking Cannon Brewery,,California,33.0436042,-116.8649909
4780,Urban Roots Brewing & Smokehouse,2018,California,38.5653578,-121.4941292
4781,Black Sands Brewery,,California,37.771455,-122.433855
4786,Bootleggers Steakhouse and Brewery,1998,California,35.390786,-119.019748
7845,BrewBakers,,California,33.722507,-118.001758
7846,Cismontane Brewing,2010,California,33.6366956,-117.6096074
7847,Great Sex Brewing,1990,California,40.65954,-122.309303
6775,Gilman Brewing Company,,California,37.8794786,-122.2998386
6752,Golden Pacific Brewing,,California,37.869885,-122.270539
4791,San Pedro Brewing Company,1999,California,33.738739,-118.2838236
4806,Liberation Brewing Co.,2014,California,33.8231751,-118.1847187
6774,British Bulldog Brewery,,California,39.8303,-121.846478
6771,Alta Brewing Company,,California,32.7017334,-117.1415586
4813,Butte Creek Brewing,1998,California,39.128176,-123.199955
8318,Crooked Lane Brewing Co.,2016,California,38.909439,-121.076395
4835,Blaker Brewing,,California,37.5764996,-120.9796441
4765,Butcher's Brewing Company,2010,California,32.8319659,-116.9794903
4764,Bootlegger's Brewery,2008,California,33.8695964,-117.9284255
6807,Golden Road Brewing,2011,California,34.151498,-118.275116
6810,Newport Beach Brewing Company,1995,California,33.614479,-117.929832
6858,Iron Springs Pub & Brewery,2004,California,37.9861207,-122.5839897
4690,Escondido Brewing Company,,California,33.124577,-117.0970089
8351,Ventura Coast,2016,California,34.2798132,-119.2943429
4700,San Diego Brewing Co.,1993,California,32.792159,-117.098768
6847,South Gate Brewing Company,,California,37.3331104,-119.660292
8349,Culver Beer Company,2015,California,33.1326446,-117.2584059
6834,Golden State Brewing Co.,,California,37.741461,-122.409038
4730,Local Brewing,,California,37.7764897,-122.39716
4734,Dead Oak Brewing Company,2017,California,35.4897007,-120.6685876
4742,Deans Brothers Brewing Co.,,California,33.7352522,-117.8530866
4745,San Marcos Brewery & Grill,,California,33.134539,-117.190813
6823,Prospectors Brewing Company,,California,37.4858229,-119.9660031
8341,Helix Brewing Co,2015,California,32.7720037,-117.0233489
4752,Benoit-Casper Brewing Company,2014,California,37.942418,-122.357962
4757,Poor House Brewing Company,,California,32.7589732,-117.1303887
4839,Babe's Bar-B-Que and Brewhouse,2002,California,33.7401032,-116.409588
4841,Butterfield Brewing Company,1989,California,36.758189,-119.801674
5018,South City Cider,2015,California,37.6399355,-122.4121295
4986,Sonoma Cider,,California,38.6075502,-122.871302
4956,Santa Barbara Brewing,1995,California,34.416558,-119.696152
4958,Chino Valley Brewery,2012,California,34.0443303,-117.6272851
4960,Absolution Brewing Company,2013,California,33.8431414,-118.3378959
4962,Humble Farmer Brewing Company,2015,California,32.8100106,-115.3763729
4972,Standard Deviant Brewing,,California,37.768487,-122.4194284
4978,Mount Shasta Brewing Co,,California,41.416053,-122.387038
4980,Santa Cruz Aleworks,,California,36.9864923,-122.0388821
4988,Simpleton Craft Ales,,California,37.7749295,-122.4194155
8312,Beach Grease Beer Co.,2017,California,33.138285,-117.233626
4989,Boomtown Brewery,2014,California,34.050763,-118.233216
4991,Cool Beerworks,,California,38.8862825,-121.0142533
4999,Towne Park Brew Co,,California,33.8322,-117.936617
6722,Beach Chalet Brewery and Restaurant,1997,California,37.7694097,-122.5105452
5005,Dempsey's Restaurant & Brewery,,California,38.2354191,-122.6389632
5010,Santa Cruz Mountain Brewing Company,2005,California,36.9590474,-122.0485272
7865,Captain Fatty's Craft Brewery,2013,California,34.439355,-119.8515954
6724,Dunbar Brewing,,California,35.3874513,-120.6155129
6730,HenHouse Brewing Company,2011,California,38.400567,-122.725458
4946,Toy Soldier,,California,37.7914322,-122.4036982
4937,Black Gold Brewing Company,,California,35.1412529,-119.4593437
6750,Beachfront Brewing Co,,California,33.86404,-118.395349
4871,Hollister Brewing Company,2007,California,34.4287382,-119.8715415
4872,Left Coast Brewing,2004,California,33.4576938,-117.5887188
4878,Kat Daddy Brewery,,California,33.9132947,-117.2692612
4881,Fox Barrel Cider,2004,California,39.0889913,-120.9555526
4900,Hollywood Beach Brewing Co,2005,California,34.208119,-119.142239
4903,Sandude Brewing Co,,California,37.47975,-120.860118
8299,Protector Brewery,,California,32.8965196,-117.1375005
4920,Trade Brewing,,California,38.3005731,-122.2824313
6737,Pac City Brewery,,California,34.26794,-118.411153
8296,All-American Ale Works,,California,33.8590245,-117.8056838
7860,Cooperage Brewing Company,,California,38.475267,-122.735473
4922,Stash Brewing Co,,California,38.8401271,-120.8785487
8294,New World Ales,,California,37.3382082,-121.8863286
4925,Del Mar Stuft Pizza and Brewing,,California,32.954239,-117.229427
5351,Porchlight Brewing Co.,2012,California,38.566033,-121.433545
8165,Offshoot Beer Co.,,California,33.8621201,-117.8800312
5368,Devil's Canyon Brewing Company,2001,California,37.49888,-122.244886
5991,Two Coast Brewing Co.,2016,California,33.8779233,-118.3114284
5979,Sons of Liberty Aleworks,2012,California,33.926411,-117.562801
5984,Dragas Brewing,2014,California,38.7819543,-121.2421116
5985,Sunset Reservoir Brewing Company,2014,California,37.7539648,-122.4824471
8041,Lassen Ale Works,2012,California,40.418513,-120.661467
5987,Newhall Refinery,1959,California,34.3782731,-118.5272377
6412,Black Plague Brewing,,California,33.2156372,-117.2667695
5989,Corralitos brewery,,California,36.9501251,-121.7929623
6002,The Bruery,2008,California,33.8613833,-117.8800107
6088,Cascadia Ridge Brewing Co.,,California,37.338475,-121.885794
6019,Lucky Devil Brewing,2013,California,37.8043637,-122.2711137
6032,Lodi Beer Company,,California,38.132821,-121.273815
8027,Cervecería de MateVeza,,California,37.7611033,-122.4284314
6053,Deft Brewing,2017,California,32.7643879,-117.1989393
6069,Ale House Brewing Company,,California,37.262089,-121.899725
6080,Cedar Crest Winery and Brewery,,California,40.4351568,-121.8699903
6398,Track 7 Brewing Company,2011,California,38.539007,-121.48219
5977,Western Pacific Brewing,,California,39.5129499,-121.551744
5974,Huntington Beach Beer Co,,California,33.65838,-118.001241
6416,Three Rivers Brewing Co,,California,36.4400686,-118.9046186
7943,Bottle Logic Brewing,2013,California,33.8495445,-117.8597746
6463,Burning Beard Brewing Company,2015,California,32.8117558,-116.9723323
6461,Brewcaipa Brewing Co.,2015,California,34.0341858,-117.0397845
5876,Working Man Brewing Company,2013,California,37.697526,-121.725189
5890,RT Rogers Brewing Co,,California,34.1625874,-118.051793
8064,Beltane Brewing,2011,California,38.075201,-122.53793
6450,Drake's Brewing Company,1989,California,37.7147545,-122.1782551
6449,Cayucos Brewing Co,,California,35.439479,-120.8908259
7939,JT Schmids Brewhouse and Eatery,,California,33.6974156,-117.8284892
5932,East Brother Beer Company,2016,California,37.917574,-122.375375
6437,Heroes Restaurant & Brewery,2013,California,33.9814347,-117.3698517
6434,King Harbor Brewing Company,2013,California,33.8659057,-118.3561142
8055,Wicks Brewing Co,2013,California,33.8956251,-117.4844313
5935,Sacrament Brewing,2018,California,38.5775167,-121.4846696
5947,Seabright Brewery,1988,California,36.967537,-122.0079752
5959,Pure Project,2015,California,32.886637,-117.1571477
6395,Port Brewing Company,2006,California,33.1416273,-117.1492671
6392,Indian Wells Brewing Company,1995,California,35.667473,-117.873665
5869,Napa Valley Brewing Co/ Calistoga Inn,,California,38.576928,-122.579623
6306,Downtown Joes Brewery and Restaurant,1993,California,38.298781,-122.284801
6377,The Monk's Cellar,2013,California,38.7495247,-121.284112
7957,URBN Brewing Co.,2014,California,32.795502,-116.962785
6259,Downtown Brewing Co,,California,35.2790823,-120.6633347
7981,Alcatraz Brewing Co,,California,33.7848294,-117.8935314
6270,Hoparazzi Brewing Co.,2011,California,33.8491273,-117.8632635
6279,Brewery Draconum,,California,34.3806442,-118.5296999
6353,Fifty Fifty Brewing,,California,39.3219057,-120.1633681
7973,Boneshaker Community Brewery,2014,California,38.7891674,-121.2259418
6093,Placerville Brewing Co,,California,38.725771,-120.836491
7972,Congregation Ale House Chapters,,California,33.7694312,-118.1908704
6312,The Hollywood Brewery,,California,34.097661,-118.329916
7959,The Brewing Lair,,California,39.7810095,-120.6166077
6322,Kilowatt Brewing,,California,32.8331097,-117.156277
6329,Brewhouse At Bear River,,California,40.627014,-124.2085039
6340,The Hop Yard,,California,37.752234,-121.910004
7960,Power Club Brewery,,California,38.9016291,-121.067791
6252,SR76 Beerworks,2016,California,33.267594,-116.9554387
6222,Dreaming Dog Brewery,2016,California,38.4078655,-121.4808853
6206,Altamont Beer Works,2012,California,37.6762801,-121.7198844
6383,Three Stacks and A Rock Brewing Co,,California,35.3993744,-120.8623886
6097,Almanac Beer Co,2010,California,37.760272,-122.3880977
6098,La Verne Brewing Co.,2012,California,34.095248,-117.7719245
6111,Pentagonal Brewing Company,2017,California,32.8479072,-115.5704086
6127,Refuge Brewery,2012,California,33.5045422,-117.1585452
6140,Bases Loaded Brewing Co.,,California,34.413448,-118.551875
6143,Humboldt Brewing Company,1987,California,35.595325,-120.693728
6149,Alosta Brewing Co.,2013,California,34.1045294,-117.8788896
6152,Booze Brothers Brewing Co.,,California,33.148172,-117.218047
6161,Third Window Brewing Co.,2016,California,34.4211189,-119.6906106
7999,O'Meara Bros. Brewing Company,2014,California,39.0356412,-122.9248328
7998,Ukiah Brewing Company,2000,California,39.1496816,-123.2079
6168,Stadium Pizza - Murrieta,,California,33.5913793,-117.2495703
6181,ChuckAlek Independent Brewers,2012,California,33.0278523,-116.8898254
6187,Mountain Rambler Brewery,,California,37.3606362,-118.394424
6204,Pleasanton Main Street Brewery,,California,37.6644953,-121.8739576
5871,The Bread Agency,,California,37.922985,-122.536109
5867,Humboldt Brews,,California,40.869991,-124.0871885
5369,HopTown Brewing,,California,37.6769604,-121.897686
5535,G Brewing Co,,California,34.112118,-116.324031
5502,Five Suns Brewing,,California,38.0183247,-122.1368987
5504,Rocland Beverage Co,,California,39.1767859,-123.2055976
5517,Bruery Terreux,2015,California,33.8623421,-117.879254
7912,Draughtsmen Aleworks,,California,34.4322269,-119.8760998
8131,Cider Brothers,,California,38.122341,-121.245303
5528,Five Window Beer Co,,California,38.1368954,-121.2725817
6547,Los Gatos Brewing Company,1991,California,37.2252873,-121.9823038
5554,Burgeon Beer Company,2017,California,33.119811,-117.272909
5626,Barebottle Brewing Company,2015,California,37.7401129,-122.409035
5556,Wolf Creek Brewery,1997,California,34.4585434,-118.5798454
5558,Flat Fish Brewing,2018,California,34.2180128,-119.0953986
5572,The Fat Cat Beer Company,2012,California,32.8450688,-117.2711444
5578,Jackrabbit Brewing Company,2011,California,38.5718525,-121.5413488
5610,101 Cider House,2013,California,34.1540847,-118.80249
6546,Inland Empire Brewing Company,2009,California,34.0040674,-117.3486558
6526,The Lost Abbey,2006,California,33.1416273,-117.1492671
5498,Umunhum Brewing,,California,37.3382082,-121.8863286
6559,Kensington Brewing Company,,California,32.7630155,-117.1079066
5482,Rocky Hill Brewing,,California,36.3438068,-119.122231
5465,I & I Brewing,2012,California,33.9968404,-117.6926715
5374,Helm's Brewing Co.,2011,California,32.837392,-117.1392453
8160,Knotty Brewing Co.,,California,32.7117583,-117.1568626
5384,Tilted Mash Brewing,,California,38.3863676,-121.3618547
5385,Temescal Brewing,,California,37.8303735,-122.2644948
6593,Iron Fist Brewing Co.,,California,32.7000923,-117.1446282
6581,Escape Craft Brewery,2014,California,34.0613533,-117.2182125
5397,Pine Street Brewery,2010,California,37.79179,-122.407419
5405,Duck Foot Brewing Company,2015,California,32.8852235,-117.1561841
5408,Track 7 Brewing Company,2011,California,38.6545416,-121.4909579
5419,Hornsby's Pubdrafts Ltd.,,California,37.634545,-120.982279
6569,Gold Country Brewing,,California,39.100624,-120.964886
8147,Moonraker Brewing Co,,California,38.9505327,-121.0817519
5451,Artifex Brewing Company,2014,California,33.4493503,-117.605586
5461,Lightning Brewery,2006,California,32.9354993,-117.043508
6567,Bayhawk Ales,1995,California,33.684566,-117.8507925
5624,Roses' Taproom,,California,37.8363405,-122.2622947
5630,Pismo Brewing Company,,California,35.141545,-120.640492
5854,Pacific Islander Beer Company,,California,32.8328794,-116.9889504
8081,Surf City Cider,,California,37.0507392,-122.0768271
5810,Moksa Brewing Co,2018,California,38.7819752,-121.2421982
6475,Loomis Basin Brewing Co,2011,California,38.831939,-121.190453
5827,Baeltane Brewing,2012,California,38.074834,-122.538325
5829,Alvarado Street Brewery & Grill,2014,California,36.5993041,-121.8948251
8084,Santa Cruz Cider Company,2013,California,36.9596304,-122.0488182
8083,Soquel Cider,2014,California,37.0151892,-121.9516437
7930,Simmzy's Pub,2017,California,34.1565991,-118.3338897
8080,Honest Abe Cider & Mead,2014,California,33.8693456,-118.2746953
7918,Catalina Island Brew House,,California,33.3433053,-118.3256933
8079,Julian Hard Cider,,California,33.0980656,-116.6465674
7931,Seven Stills Brewery and Distillery,2012,California,37.7230321,-122.3935644
5844,Napa Smith Brewery,2008,California,38.224348,-122.256794
5850,Mare Island Brewing Co.,,California,38.1004695,-122.2631119
6471,Division 23,,California,32.890339,-117.162898
5853,June Lake Brewing,2014,California,37.7788173,-119.0761721
7933,JT Schmids Brewhouse and Eatery,,California,33.8052047,-117.877669
5799,The Big Cheese Pizza Co. & Brewery,,California,33.9813555,-117.3702689
5797,Carmel Brewing,1995,California,36.6520006,-121.6278057
6495,Southpaw BBQ & Southern Cooking,,California,37.7623226,-122.419758
5789,Zymurgy Brew Works,,California,33.8212913,-118.3511938
5650,Inc 82,,California,37.706145,-121.9371303
6514,Second Chance Beer Company,2015,California,32.9948416,-117.0821519
5659,Schooner's Grille & Brewery,2001,California,37.9676466,-121.7857454
6500,New English Brewing,2007,California,32.912605,-117.230486
7924,Seaquake Brewing,2016,California,41.7495199,-124.199974
5673,Stone Church Brewing,,California,33.8128868,-117.5082343
6497,Division 23,,California,32.890339,-117.162898
5706,Red Tandem Brewery,,California,34.1912758,-119.2396052
5740,Route 30 Brewing Company,,California,33.909234,-117.4474541
7926,Little Miss Brewing,,California,32.8915991,-117.148494
8101,Boonville Cider house,,California,39.022009,-123.3822764
5753,See Canyon Hard Cider Co.,,California,35.2246557,-120.7329622
5757,Fieldwork Brewing Co.,,California,36.5969715,-121.8944945
5772,The Beer Company,,California,32.7157952,-117.1589518
5781,Dr. Jekyll's Craft Beer Company,2014,California,34.160843,-118.079978
6347,Rincon Brewery,,California,34.3983479,-119.5179802
8355,GearTooth AleWerks,2016,California,37.3382082,-121.8863286
7824,Tied House Brewery & Cafe,1988,California,37.3946193,-122.0807255
8534,Last Call Brewing Company,,California,37.7572454,-120.8395702
8541,Lake Tahoe AleWorX,2017,California,38.9133765,-120.0025246
3870,Heretic Brewing Company,2011,California,38.273706,-122.015112
7443,Uproar Brewing,,California,37.3292884,-121.8859228
8537,Barrels & Sons,,California,38.5024689,-122.2653887
3883,Fall Brewing Company,2014,California,32.7600184,-117.130568
3892,Bee D'vine,,California,37.7821905,-122.4066627
7441,Pariah Brewing Company,2016,California,32.755723,-117.128732
7433,Paso Robles Brewing Company,,California,35.6201099,-120.688605
8521,Arrogant Consortia,,California,33.1158112,-117.1200116
3908,Wildcard Brewing Company,2012,California,40.565865,-122.297279
3910,Dos Desperados Brewery,2013,California,33.1372538,-117.1938782
8529,Elkhorn Slough Brewing Co.,2015,California,36.9275372,-121.7902702
8528,Docent Brewing,2017,California,33.4828461,-117.6750938
7688,Black Dragon Brewery,2012,California,38.677099,-121.792399
3929,Blue Frog Grog and Grill,,California,38.2582211,-122.0602586
3937,Abigaile Brewery,2012,California,33.8632605,-118.3995379
3864,Diving Dog Brewhouse,,California,37.8076855,-122.2696579
3857,White Labs Tasting Room,1995,California,32.8958129,-117.121425
3853,Rubicon Brewing Company,1987,California,38.573116,-121.480958
7449,"Einhorn Beer Co, Inc",,California,35.2724536,-120.6674796
3732,8one8 Brewing,2015,California,34.2334272,-118.5889279
3751,Union Ale Brewing Company,2009,California,34.414562,-119.6918709
8566,Channel Brewing Co,2017,California,37.954521,-121.2873039
3768,Diamond Mountain Brewery,,California,40.4307112,-120.6574965
3779,41 Oaks Brewing,,California,37.362565,-119.6424926
7506,Mad River Brewing Company,1989,California,40.8789483,-123.9925177
3789,Iron Triangle Brewery,2016,California,34.0362259,-118.2357877
3799,The Runway By Patrick,,California,38.2173297,-122.2730688
3805,Ladyface Ale Companie,2009,California,34.14357,-118.7629235
8556,Golden State Cider,2012,California,38.4,-122.82
3808,Union Cattle Co,,California,33.863251,-118.39953
8553,Bare Bottle Brewing,,California,37.7401129,-122.409035
7504,EJ Phair Brewing Company and Alehouse,,California,38.033018,-121.882514
7468,Guadalupe Brewery,,California,33.138711,-117.2736176
3831,Mission Brewery,2007,California,32.7071477,-117.1515916
3940,Fallbrook Brewing Company Inc,,California,33.3827003,-117.2515165
3945,Claimstake Brewing Company,2016,California,38.5821309,-121.26083
7350,Pacific Brewing Laboratory,2010,California,37.777125,-122.419644
4083,Sweet Spot Pub and Grill,,California,38.4410341,-122.7135271
7376,Woodfour Brewing Company,,California,38.4030897,-122.821333
7370,Chau Tien USA,,California,39.000726,-123.355025
4046,HopSaint Brewing Company,2014,California,33.8576544,-118.3677193
7360,Barrel Brothers Brewing Company,,California,38.5281253,-122.7847517
4064,Strike Brewing Co,2011,California,37.3105273,-121.857873
4066,On-The-Tracks Brewery LLC,,California,33.1387288,-117.2736205
4073,Progress Brewing,,California,34.0498821,-118.059706
4089,Russian River Brewing Company,1997,California,38.4414632,-122.7117124
7423,Belmont Brewing Co,,California,33.759366,-118.148172
4094,Offbeat Brewing Company,2012,California,33.1085834,-117.1170077
7700,Seismic Brewing Co.,,California,38.40823,-122.7224681
4099,Santa Monica Brew Works,,California,34.0252396,-118.4768893
7353,Phantom Ales and Ciders,2014,California,33.854041,-117.866804
7703,1850 Brewing Company,2017,California,37.4696579,-119.9505829
4674,Sante Adairius Rustic Ales,2011,California,36.9832373,-121.9496012
4121,Stumptown Brewery,,California,38.513801,-122.983688
4043,Congregation Ale House Chapters,,California,34.1324171,-117.9078472
8502,Lev's Original Kombucha,,California,37.7749295,-122.4194155
7378,Tent City Beer Company,2012,California,35.4862982,-120.6666132
4041,Nickel Beer Company,,California,33.0763289,-116.5912142
3958,Lagunitas Brewing Company,1993,California,38.272435,-122.662346
3968,Jamul Brewing Co.,2012,California,32.709895,-116.877454
3969,Ouroboros Ales,2011,California,34.2608378,-119.2423687
3985,Pacific Beach Alehouse,,California,32.7942279,-117.255257
7411,Prodigy Brewing Company,2014,California,32.715738,-117.1610838
3991,Legacy Brewing Company,2012,California,33.2153901,-117.3507698
8511,JosephsBrau,,California,34.15,-118.0
4000,Danville Brewing Company,2016,California,37.821455,-121.999888
4012,Pacific Coast Brewing,,California,37.8015971,-122.2743922
8508,Shanty Shack Brewing,2016,California,36.9860611,-122.0318484
7406,Off the Grid Brewing Company,2012,California,34.498941,-117.182796
7694,Mad Fritz,2014,California,38.4985372,-122.4562633
4016,Magnetic Brewing,,California,32.8378678,-117.1405174
4023,Black Doubt Brewing Company,,California,37.6395322,-118.9673982
4040,Device Brewing Company,2013,California,38.5391795,-121.4064896
7512,Timeless Pints Brewing Company,2013,California,33.8237257,-118.1655833
7525,Gyppo Ale Mill,,California,40.0246737,-124.0686686
3728,Sanctum Brewing Company,2012,California,34.0596385,-117.7402319
3469,North Park Beer Company,2010,California,32.7487249,-117.1291302
3431,Creekside Brewing Co,,California,35.2793348,-120.6647383
3435,Oriole Brew Company,,California,33.534274,-117.172929
7601,Faction Brewing,2013,California,37.7872324,-122.3082938
3441,Motorcycle Wineries,,California,37.773131,-122.40272
3444,Division 23 Brewing,,California,32.890339,-117.162898
3457,5 Points Brewing Co,,California,32.7422734,-117.184648
3468,Pocock Brewing Company,2013,California,34.4337019,-118.5687
7589,El Dorado Brewing Co,,California,38.694995,-120.834173
7527,Shady Oak Barrel House,,California,38.4371747,-122.7152755
3481,Anaheim Brewery,1870,California,33.8327376,-117.9124691
3492,Venice Beach Beer Company,2010,California,33.9962144,-118.4688776
3497,Brewery Twenty Five,2013,California,36.8524545,-121.4016021
3504,Silva Brewing,2015,California,35.6201215,-120.6886719
3507,Wild Barrel Brewing Company,2017,California,33.140147,-117.145759
3508,Death Valley Brewing,,California,35.8486569,-116.2275712
3512,Anchor Brewing Company,1896,California,37.7634514,-122.4007543
3430,Anacapa Brewing Co,,California,34.2807228,-119.2936025
7618,Newtopia Cyder,,California,32.9031638,-117.1108028
3423,Temblor Brewing Company,2015,California,35.3886343,-119.0414763
8640,Mendocino Brewing Company,1983,California,39.1289025,-123.1993089
8659,Mike Hess Brewing Co.,2010,California,32.7506626,-117.2449037
8658,Mike Hess Brewing Co.,2010,California,32.7476943,-117.1284572
8657,Mike Hess Brewing Co.,2010,California,32.890496,-117.149662
8654,Midnight Jack Brewing Company,,California,33.205182,-117.3045237
3390,Saint Archer Brewing Company,2013,California,32.8804822,-117.1634659
8652,2kids Brewing Company,2013,California,32.8966077,-117.1373279
3394,Indie Brewing Company,,California,34.0351105,-118.2226136
3406,Heatherdowns Brewery,,California,40.573309,-124.042519
3410,Roost Brewery,,California,37.286888,-121.946236
