,Name,Established Year,Region,Latitude,Longitude
9165,"Sobel's Obscure Brewery, LLC",,pennsylvania,40.215724,-79.6100155
287,Hitchhiker Brewing Co.,,pa,40.4962382,-79.9263855
6250,Wadsworth Brewing Company,,ohio,41.0249972,-81.7299205
9541,Wild Onion Brewing,,illinois,41.8865349,-87.8031516
3187,Soundgrowler Brewing Co.,2016,illinois,41.5558216,-87.818809
8410,Off the wagon brewery and kitchen,,florida,27.0552682,-82.4109516
8320,The Larimer Beer Company,,colorado,39.7558119,-104.9680914
8317,The Larimer Beer Company,,colorado,39.7558119,-104.9680914
6043,Luminous Brewhouse,,Wyoming,44.7997919,-106.952986
6768,Angry Buffalo Brewing Company,,Wyoming,42.8434909,-106.2797079
7825,Wyoming Territory Brewing Company,,Wyoming,44.526084,-109.057264
2238,Roadhouse Brewing Company,2012,Wyoming,43.4624,-110.798
9163,Snowy Mountain Brewery,1995,Wyoming,41.4529922,-106.8015215
6073,Ten Sleep Brewing Company,,Wyoming,44.029851,-107.4693558
8028,Sanford's Grub and Pub Brewery,,Wyoming,44.8006868,-106.9556779
5491,Gillette Brewing Company,2012,Wyoming,44.2921909,-105.5039385
5470,Jackson Hole Brewing Comapny,2012,Wyoming,43.4799291,-110.7624282
6008,Coal Creek TAP,,Wyoming,41.3109894,-105.5957587
5982,Sheep Mountain Brewery LLC,,Wyoming,41.3113669,-105.5911007
5955,HeadStrong Brewery,2012,Wyoming,42.760612,-105.384466
537,Cowboy State Brewing,2018,Wyoming,42.8616375,-105.8716246
5084,Bottom's Up Brewing,,Wyoming,42.8665734,-109.8658053
8070,Shadows Pub and Grill,,Wyoming,41.1319343,-104.8142247
7663,WYOld West Brewing Company,,Wyoming,44.7546391,-108.7569372
433,Sweetwater Brewing,,Wyoming,42.850095,-106.327734
5600,Thai Me Up Restaurant & Brewery,,Wyoming,43.47997,-110.762354
5924,Millstone Pizza Company & Brewery,,Wyoming,44.5263818,-109.0663188
6820,Melvin Brewing,2010,Wyoming,43.4786711,-110.7612312
4104,Danielmark’s Brewing Comapny Inc,,Wyoming,41.1352877,-104.8136568
5902,Pat O'Hara Brewing Company,,Wyoming,44.526489,-109.05862
9268,Black Tooth Brewing Company,2010,Wyoming,44.801034,-106.953425
1238,Frontier Brewing and Taproom,,Wyoming,42.8485874,-106.3246141
6959,Wind River Brewing Company,1997,Wyoming,42.8665738,-109.8658053
7801,Wyoming State Brewing Company,,Wyoming,42.847645,-106.325566
2478,Freedom's Edge Brewing,2012,Wyoming,41.132277,-104.816563
2452,MISHAP! Brewing Company,2012,Wyoming,44.34659,-106.698769
4359,Freedom's Edge Brewing,2012,Wyoming,41.1314692,-104.8169083
5294,Library Sports Grill and Brewery,,Wyoming,41.3099679,-105.5760175
6744,One Eyed Buffalo Brewing Co,2015,Wyoming,43.6463797,-108.2112875
2504,Prairie Fire Brewing Company,2012,Wyoming,44.289291,-105.4940834
6303,Square State Brewing,,Wyoming,41.586189,-109.220226
4400,Lander Brewing Co,,Wyoming,42.832412,-108.7276128
2525,Bitter Creek Brewing Co,1997,Wyoming,41.586732,-109.21782
4197,Suds Brothers Brewing Co,,Wyoming,41.26818,-110.966146
7986,Altitude Chophouse & Brewery,1999,Wyoming,41.3103382,-105.595231
24,Accomplice Beer Company,2016,Wyoming,41.1319039,-104.8140961
4310,Big Lost Meadery and Brewery,,Wyoming,44.2938538,-105.5044389
4950,C.B. & Potts,1971,Wyoming,41.160727,-104.801787
1285,Snake River Brewing,1994,Wyoming,43.4768201,-110.7650637
7886,Teme Valley Brewery,1997,Worcestershire,52.2003988,-2.3948311
8837,Fox River Brewing Company,1997,Wisconsin,44.0349414,-88.5622157
7081,Buffalo Water Beer Co,,Wisconsin,43.0352202,-87.9080783
8298,Bloomer Brewing,2012,Wisconsin,45.1006669,-91.4812373
7120,Public Craft Brewing Co,,Wisconsin,42.5832433,-87.8203173
7086,Chameleon Brewing,2010,Wisconsin,43.100231,-87.919893
5008,Legends Brewhouse & Eatery of Green Bay,,Wisconsin,44.553394,-88.097725
4974,Delafield Brewhaus,,Wisconsin,43.0481,-88.3553
4916,Urban Harvest Brewing Company,2016,Wisconsin,43.020493,-87.9165249
7758,PetSkull Brewing,,Wisconsin,44.0942329,-87.6595067
2764,Corner Pub,,Wisconsin,43.5322628,-90.009946
2732,Eagle Park Brewing Company,2017,Wisconsin,43.0542186,-87.9014127
1918,Remington Watson Smith Brewing,,Wisconsin,43.0049599,-88.23339
5120,One Barrel Brewing,2012,Wisconsin,43.091754,-89.355028
5028,Bobtown Brewhouse & Grill,,Wisconsin,44.9834681,-92.5561145
8256,Third Space Brewing,2016,Wisconsin,43.0345109,-87.9325246
6981,Silver Creek Brewing Co,1999,Wisconsin,43.296378,-87.986004
2475,Sprecher Brewing Company,1985,Wisconsin,43.100231,-87.919893
649,The Great Dane Pub & Brewing Company,1996,Wisconsin,43.085533,-89.280716
2502,Game On Brewing Company,2011,Wisconsin,43.125946,-87.928409
640,Earth Rider Brewery,,Wisconsin,46.7354857,-92.1015977
5224,4 Brothers Blended Beer,2012,Wisconsin,43.0517737,-88.1876181
2539,District 14 Brewery & Pub,,Wisconsin,43.0031331,-87.9050343
2542,The Benjamin Beer Company,2013,Wisconsin,42.5680548,-88.104668
2557,Fat Boy Brewing Co,,Wisconsin,42.8674848,-87.9433013
614,The Great Dane Pub & Brewing Company,1996,Wisconsin,43.0743762,-89.3800647
6397,White Winter Winery,,Wisconsin,46.565577,-91.4180932
7782,Fifth Ward Brewing Company,2017,Wisconsin,44.0090079,-88.5384211
4895,Lion's Tail Brewing,,Wisconsin,44.1857405,-88.4618858
2601,City Service Brewing,,Wisconsin,42.6803249,-90.1182535
2608,Fauerbach Brewing Company,,Wisconsin,43.0844293,-89.476103
5086,Denmark Brewing,1999,Wisconsin,44.351281,-87.8069529
2637,Harbor City Brewing,,Wisconsin,43.3870536,-87.8809046
7770,Randy's Fun Hunters Brewery Restaurant and Banquet Center,,Wisconsin,42.832012,-88.713973
2646,The Brewing Projekt,2014,Wisconsin,44.8176573,-91.5089117
7769,Northwoods Brewpub and Grill,1997,Wisconsin,44.7799537,-91.4411964
8850,Parched Eagle,,Wisconsin,43.1506447,-89.4158564
8301,MoonRidge Brewpub,2015,Wisconsin,45.165106,-91.1457383
8342,Zambaldi Beer,,Wisconsin,44.48934,-88.017622
2797,Riverside Brewery & Restaurant,,Wisconsin,43.4214873,-88.1811348
4465,Alt Brew,,Wisconsin,43.0667561,-89.3053014
7263,Pumphouse Pizza and Brewing,,Wisconsin,43.589135,-89.792834
8748,Noble Roots Brewing Company,2016,Wisconsin,44.517442,-87.943708
7715,Slab City Brewing,,Wisconsin,44.740379,-88.446177
4546,Bull Falls Brewery,,Wisconsin,44.951392,-89.617974
7279,608 Brewing Company,2018,Wisconsin,43.8258353,-91.2498898
4522,Fountain City Brewing Co / Monarch Public House,,Wisconsin,44.1314632,-91.7174203
8742,Next Door Brewing Company,2013,Wisconsin,43.0936719,-89.345654
4514,Biloba Brewing,,Wisconsin,43.0736681,-88.1455684
4495,R’Noggin Brewing,,Wisconsin,42.577095,-87.950408
3140,Onopa Brewing,,Wisconsin,43.04181,-87.906844
4487,Octopi Brewing Co.,,Wisconsin,43.1843974,-89.427576
4480,Hinterland Brewery,1995,Wisconsin,44.5191303,-88.0196139
325,Brewfinity Brewing,2016,Wisconsin,43.126586,-88.5374
4861,Vintage Brewing Co.,,Wisconsin,43.2740139,-89.7205504
4435,Funk Factory Geuzeria,,Wisconsin,43.049881,-89.3920016
7316,Jacob Leinenkugel Brewing Company,1867,Wisconsin,44.943321,-91.3953049
4398,Dave's Brew Farm,,Wisconsin,44.9662315,-92.1761257
7323,Das Bierhaus,,Wisconsin,44.877183,-91.930485
8427,Skeleton Crew Brew,,Wisconsin,43.8734764,-91.1956435
4355,Driftless Brewing Company,,Wisconsin,43.3879062,-90.7632276
7342,Bellows Brew Crew,,Wisconsin,43.193936,-88.7229459
8685,Modicum Brewing,2017,Wisconsin,44.8077487,-91.4680464
4341,Stoney Acres Farm,,Wisconsin,45.097966,-90.0789948
4321,Safiri Coffee Pub,,Wisconsin,43.389123,-87.875082
8670,Coors Brewing Company,1895,Wisconsin,43.0422255,-87.9631211
8669,Milwaukee Brewing Company,1997,Wisconsin,43.319725,-87.950469
3025,Twin Ports Brewing,,Wisconsin,46.7207737,-92.1040796
3020,Courthouse Pub,,Wisconsin,44.088633,-87.657573
3010,R'Noggin Brewing Co.,,Wisconsin,42.577095,-87.950408
3008,Viking Brewpub,,Wisconsin,42.9165448,-89.2189184
2826,St. Francis Brewery,2009,Wisconsin,42.9741209,-87.8755229
8805,Old Abe Brewing,2014,Wisconsin,43.1025912,-88.337253
4831,Brewster Bros Brewing Co,2015,Wisconsin,44.9320508,-91.3958617
472,Ciderboys Cider Co.,2012,Wisconsin,44.5104,-89.5734
4805,Racine brewing company,2017,Wisconsin,42.7304813,-87.783289
8795,Pecatonica Beer Company,,Wisconsin,42.5790141,-90.0237896
4793,Vintage Brewing Co,2010,Wisconsin,43.0509492,-89.4739301
8335,K Point,2016,Wisconsin,44.7734069,-91.4617028
4767,"Lead Feather Brewing Co, LLC",,Wisconsin,42.998759,-88.80163
2895,Black Husky Brewing LLC,2011,Wisconsin,43.0710218,-87.9002127
2910,Enlightened Brewing Company,2013,Wisconsin,43.0071742,-87.9106623
8785,Octopi,,Wisconsin,43.1841206,-89.4264343
9453,Untitled Art,,Wisconsin,43.1841206,-89.4264343
4721,Lazy Monk Brewing,2011,Wisconsin,44.8155539,-91.508623
2929,Bent Kettle Brewing Co.,,Wisconsin,42.9346729,-88.861512
8350,Smith & Forge Cider,,Wisconsin,43.044096,-87.9625399
4699,Pearl Street Brewery,1999,Wisconsin,43.834352,-91.236154
7211,Thirsty Pagan Brewing Co,,Wisconsin,46.7266183,-92.1012146
2957,Mickey's Brewing Co.,,Wisconsin,43.04181,-87.906844
4681,Real Deal Brewing Company,,Wisconsin,44.877268,-91.930144
4671,Valkyrie Brewing Company,1994,Wisconsin,45.259106,-91.817345
408,Campanology Brewing,,Wisconsin,43.1841206,-89.4264343
4645,Fox River Brewing Company,1997,Wisconsin,44.273028,-88.469748
4637,Lombardi Beer Company,2011,Wisconsin,44.519159,-88.019826
4623,Moosejaw Pizza & Dells Brewing Company,2002,Wisconsin,43.589156,-89.7935186
2433,The Lone Girl Brewing Company,,Wisconsin,43.1918223,-89.4535427
2300,Copper State Brewing Co,,Wisconsin,44.5189174,-88.019684
5309,The Benjamin Beer Company,2013,Wisconsin,42.7263659,-87.7864339
6691,Rock County Brewing,,Wisconsin,42.6837673,-89.021655
6061,Geneva Lake Brewing Company,2011,Wisconsin,42.583065,-88.409592
1034,"City Brewing Company, LLC",,Wisconsin,43.804174,-91.252633
1639,Brewmasters Restaurant and Brewery South,1987,Wisconsin,42.55827,-87.856906
1641,EndeHouse Brewery and Restaurant,,Wisconsin,43.5324809,-90.0026259
9298,MobCraft Beer,2013,Wisconsin,43.026082,-87.917236
1664,Highholder Brewing Company,,Wisconsin,43.9829439,-88.542484
5945,Loaf and Stein Brewing,,Wisconsin,45.9171763,-89.2442988
7896,Stock House Brewing,,Wisconsin,43.0609208,-88.0024318
7895,Sawmill Pizza and Brew Shed,,Wisconsin,45.2490108,-92.3264632
6623,Shipwrecked Restaurant and Brewery,,Wisconsin,45.0494932,-87.2802481
9125,Second Salem Brewing Company,2014,Wisconsin,42.83336,-88.73031
8057,Two Beagles Brewpub,2016,Wisconsin,43.8953487,-91.2395145
6640,Central Waters Brewing Company,1998,Wisconsin,44.4418999,-89.2797
6646,Potosi Brewing Company,1852,Wisconsin,42.6716654,-90.7271709
1710,ÆppelTreow Winery & Distillery,,Wisconsin,42.642658,-88.160186
961,Inventors Brewpub,2017,Wisconsin,43.3915006,-87.8668734
6660,Hop Haus Brewing Co.,,Wisconsin,42.9880421,-89.5331561
5872,West Bend Lithia Beer Company,1848,Wisconsin,43.4313442,-88.1578439
5860,Fox Head Brewing LLC,,Wisconsin,42.9730151,-88.2352789
9095,Sand Creek Brewing Company,1999,Wisconsin,44.2830622,-90.7913227
6671,Some Nerve Brewing Company,,Wisconsin,46.1006982,-89.8049576
1786,The Grumpy Troll Restaurant and Brewery,2001,Wisconsin,43.008054,-89.738416
1792,Wisconsin Brewing Company,2013,Wisconsin,42.9694364,-89.5120484
5835,Mob Craft Brewery,,Wisconsin,43.026082,-87.917236
7873,Sawmill Brewing Co,,Wisconsin,45.1891772,-89.6836289
6076,The Hop Garden,,Wisconsin,42.8470393,-89.5056294
6524,Port Washington Brewing,,Wisconsin,43.387595,-87.871704
6523,New Glarus Brewing Company,1993,Wisconsin,42.8170693,-89.6306133
1165,Hillsboro Brewing Company,,Wisconsin,43.6510107,-90.3396225
1236,Good City Brewing Co,2016,Wisconsin,43.0576891,-87.8873848
1202,Tribute Brewing Company,,Wisconsin,45.930032,-89.2583049
1198,Kozy Yak Brewery,2012,Wisconsin,44.6293,-89.3094
9222,Stillmank Brewing Company,2014,Wisconsin,44.5045449,-87.9783812
1286,Titletown Brewing,1996,Wisconsin,44.520031,-88.017274
6330,Thumb Knuckle Brewing Company,,Wisconsin,44.5455117,-87.7593895
9218,SteelHead Aleworks,,Wisconsin,42.8666803,-88.3334274
1175,City Lights Brewing Co.,2012,Wisconsin,43.0331089,-87.9412594
1308,Mambo Beer,,Wisconsin,43.2164559,-87.9239563
7971,The Explorium Brewpub,2016,Wisconsin,42.9478067,-88.008627
9216,Steel Squared Brewing Company,,Wisconsin,44.4356926,-88.1159819
7976,Sweet Mullets Brewing,2011,Wisconsin,43.125831,-88.537339
6120,Logjam Microbrewery,,Wisconsin,44.8373488,-90.2394116
1156,Green Bay Brewing,,Wisconsin,44.5191303,-88.0196139
9249,Swinging Bridge Brewing,2016,Wisconsin,44.8577653,-92.6260801
6453,Port Huron Brewing Company,2011,Wisconsin,43.6293023,-89.7430032
1359,Red Eye Brewing Company,2008,Wisconsin,44.958888,-89.6228249
1137,Granite City Food & Brewery,,Wisconsin,43.0562479,-89.506801
1381,Brewery Creek Brewing,,Wisconsin,42.8605865,-90.177162
6223,Cercis Brewing Company,,Wisconsin,43.3393942,-89.0149076
1407,O'so Brewing,2007,Wisconsin,44.452355,-89.523162
9271,Ahnapee Brewery,2013,Wisconsin,44.6090617,-87.4351322
1437,JT Whitney's Brewpub and Eatery,,Wisconsin,43.0526168,-89.4736599
1466,Big Bay Brewing Company,2009,Wisconsin,43.0987742,-87.8875605
924,Horny Goat Brewing Company,,Wisconsin,43.0077076,-87.9115001
1845,South Shore Brewery,,Wisconsin,46.5872389,-90.892107
5340,Brady's Brewhouse,,Wisconsin,45.120981,-92.537102
918,Hopcat,2008,Wisconsin,43.075119,-89.391763
9352,The Fermentorium,2016,Wisconsin,43.3218794,-88.0027025
795,Giant Jones Brewing Company,2018,Wisconsin,43.0822549,-89.3705511
5566,House of Brews,,Wisconsin,43.066057,-89.305924
8126,Island Orchard Cider,,Wisconsin,45.2563309,-87.0712481
5553,Raised Grain Brewing Co.,2015,Wisconsin,43.0364148,-88.1821681
8133,Appleton Beer Factory,2013,Wisconsin,44.261193,-88.4144759
2225,Hubbleton Brewing,,Wisconsin,43.2190494,-88.909657
5509,Furthermore Beer,2005,Wisconsin,43.1754057,-90.0616834
2236,Rhinelander Brewing Company,1993,Wisconsin,45.6377257,-89.4127553
5507,Capital Brewery,1984,Wisconsin,43.094848,-89.5165838
6878,Lucette Brewing Company,2010,Wisconsin,44.8758615,-91.9401429
2251,Old Bavarian Brewing Co,,Wisconsin,44.2615419,-88.4131114
5497,Little Chute Brewing Company,2015,Wisconsin,44.2875258,-88.3093517
728,Flix Brewhouse,2011,Wisconsin,43.1280708,-89.3042523
5447,Water Street Lake Country,,Wisconsin,43.0525,-88.3663
5438,Lucky's 1313 Brewpub,,Wisconsin,43.0675481,-89.4081823
718,The Great Dane Pub & Brewing Company,1996,Wisconsin,43.017826,-89.4233126
5426,Ale Asylum,2006,Wisconsin,43.1207344,-89.3537098
5424,Water Street Brewery,1987,Wisconsin,43.044769,-87.9114479
6936,Nicolet Brewing,,Wisconsin,45.922405,-88.249839
8158,3 Sheeps Brewing Co,2012,Wisconsin,43.773281,-87.730762
2368,Big Head Brewing Company,2012,Wisconsin,43.0445049,-87.9903627
2378,Ffats Brewing Co.,,Wisconsin,44.3700253,-91.3170685
2380,Modicom Brewing Co.,,Wisconsin,44.8077487,-91.4680464
5343,Hops Haven Brew Haus,,Wisconsin,43.7594143,-87.722819
5596,G. Heileman Brewing,,Wisconsin,43.8013556,-91.2395807
6814,William Kuether Brewing,,Wisconsin,45.2519072,-92.2712996
9347,The Crafter Space,,Wisconsin,43.0389025,-87.9064736
865,Miller Brewing Company,1885,Wisconsin,43.0437831,-87.962092
1868,Oconomowoc Brewing,,Wisconsin,43.11091,-88.498129
907,Hop & Barrel Brewing Company,,Wisconsin,44.9733195,-92.7564379
9330,Jacob Leinenkugel Brewing Company,1867,Wisconsin,43.050315,-87.924579
6711,BOS Meadery,,Wisconsin,43.0818683,-89.3732573
6716,Bullquarian Brewhouse,,Wisconsin,42.6003021,-89.6384347
1924,Oliphant Brewing,,Wisconsin,45.122818,-92.678506
891,The Great Dane Pub & Brewing Company,1996,Wisconsin,43.070914,-89.4522796
5735,Gathering Place Brewing Company,2015,Wisconsin,43.0854732,-87.9006151
5715,Barley and Vine Brewery,2010,Wisconsin,42.897482,-88.031191
1967,RePublic Brewpub,,Wisconsin,43.07295,-89.386694
6739,Northwoods Brewpub and Grill,1997,Wisconsin,44.5823273,-91.2267923
1992,Keg Microbrewery & Restaurant,,Wisconsin,44.5235792,-89.574563
2088,Component Brewing Co,,Wisconsin,43.0070114,-87.9106483
6741,Broken Bat Brewery,,Wisconsin,43.0335012,-87.9080028
6749,Zymurgy Brewing Company,2018,Wisconsin,44.8761039,-91.9225025
6758,Kinky Kabin Brewing Company,2011,Wisconsin,43.8924858,-90.9892744
5660,The Angry Minnow,,Wisconsin,46.01102,-91.489895
6778,Brewery Nønic,,Wisconsin,44.8769038,-91.9333562
5634,"Berghoff Brewery, Inc",1887,Wisconsin,43.241017,-87.946315
2064,Company Brewing Co,,Wisconsin,43.0671903,-87.9017959
824,Gray's Brewing,,Wisconsin,42.9779034,-89.5158299
9002,Wisconsin Dells Brewing Co.,,Wisconsin,43.589104,-89.791861
5619,Melms Brewing Co,2013,Wisconsin,43.1105909,-88.3325091
8999,The Old Fashioned,,Wisconsin,43.0757,-89.383373
3335,Redd's Brewing Company,,Wisconsin,43.0389025,-87.9064736
1229,Pitchfork Brewing Company,2012,Wisconsin,44.9653328,-92.6830085
3338,Restoration Cider,,Wisconsin,43.051481,-89.2751904
3643,Milwaukee Premium Brewing Co,,Wisconsin,43.1631257,-87.9620496
8645,Mershon's  Cidery,2014,Wisconsin,42.9297378,-89.2130769
3928,Appleton Brewing,1989,Wisconsin,44.2531994,-88.4033024
4037,Rush River Brewing,2004,Wisconsin,44.8902357,-92.6377675
7417,Sunshine Brewing Company,2017,Wisconsin,43.0790399,-88.9133375
3411,Stevens Point Brewery,1857,Wisconsin,44.5104,-89.5734
4244,Pangaea Beer Co,,Wisconsin,44.4091622,-89.852565
7660,Fixture Brewing Company,2012,Wisconsin,43.010104,-88.233052
3772,BluCreek Brewing Company,,Wisconsin,43.059818,-89.308455
4148,Sturgeon Bay Brewing,,Wisconsin,44.83519,-87.370659
3403,Vennture Brew Co,,Wisconsin,43.0605461,-87.982606
7544,8th Street Ale Haus,,Wisconsin,43.7572587,-87.713291
4147,Rustic Road Brewing Company,,Wisconsin,42.5838439,-87.8186858
3776,Minocqua Brewing Company,1927,Wisconsin,45.8721603,-89.7097404
3515,Valkyrie Brewing Company,1994,Wisconsin,45.258505,-91.818056
7404,Woodman Brewery,,Wisconsin,43.0897818,-90.8022084
3780,Pigeon River Brewery,2012,Wisconsin,44.6825847,-88.8908266
7398,Gray's Brewing,,Wisconsin,42.6792623,-89.0500185
3387,Tyranena Brewing Company,,Wisconsin,43.080483,-88.909742
7397,Egan Brewing,1996,Wisconsin,44.4464993,-88.0693587
7538,Door County Brewing Co.,2013,Wisconsin,45.06665,-87.1272819
3624,Stone Cellar Brewpub & Restaurant,1989,Wisconsin,44.2532824,-88.4038466
7531,Chick Brewing Co.,2011,Wisconsin,42.603021,-89.645064
3621,Milwaukee Brewing Company,1997,Wisconsin,43.024914,-87.9130348
4061,Lake Louie Brewing,2000,Wisconsin,43.1706377,-89.9323658
7673,1840 Brewing Company,,Wisconsin,43.0043557,-87.9061779
3750,Stonefly Brewing Co,,Wisconsin,43.0672995,-87.9018211
3496,Knuth Brewing Company,,Wisconsin,43.8446199,-88.8385876
8485,Common Man Brewing,,Wisconsin,44.731679,-92.473987
3648,Badger State Brewing Company,,Wisconsin,44.4979735,-88.0499424
4194,Lakefront Brewery,1987,Wisconsin,43.055092,-87.905281
3687,Angelic Brewing,1995,Wisconsin,43.0740322,-89.39127
3689,Esser's Cross Plains Brewery,1852,Wisconsin,43.114731,-89.653129
7655,Rail House Restaurant and Brewpub,,Wisconsin,45.085137,-87.654354
9511,Hereford & Hops Restaurant and Brewpub,1994,Wisconsin,44.9518397,-89.6621525
7438,Bare Bones Brewery,2015,Wisconsin,44.081072,-88.5931266
7566,Hydro Street Brewing Company,2011,Wisconsin,43.3390433,-89.0152761
3693,Minhas Craft Brewery,1845,Wisconsin,42.599801,-89.641048
3679,Swing Bridge Brewing Company,,Wisconsin,44.8577579,-92.6260893
7493,Working Draft Beer Company,2017,Wisconsin,43.0833586,-89.365438
3446,Rocky Reef Brewing Co.,2015,Wisconsin,45.8961946,-89.6962974
4211,Amery Ale Works,,Wisconsin,45.2937379,-92.3969918
4005,SwitchGear Brewing Co,,Wisconsin,43.8336698,-88.0186708
9510,The Great Dane Pub & Brewing Company,1996,Wisconsin,44.9511816,-89.6649424
3955,Brown Street Brewery,,Wisconsin,45.638053,-89.4127552
9509,Coors Brewing Company,1895,Wisconsin,43.177416,-88.760608
3721,Rowland's Calumet Brewery,,Wisconsin,44.0290855,-88.1628871
3954,Blue Heron Brew Pub,,Wisconsin,44.659698,-90.179232
8505,American Sky Brewing Co.,2011,Wisconsin,44.9552888,-92.7386322
7689,Karben4 Brewing,2012,Wisconsin,43.125762,-89.3252504
4181,Dead Bird Brewing Company,,Wisconsin,43.0664972,-89.3054259
7424,Cherryland Brewing,1987,Wisconsin,44.86077,-87.342899
3651,Maiden Rock Winery & Cidery,,Wisconsin,44.5152389,-92.2681173
3741,Westallion Brewing Company,,Wisconsin,43.0104372,-88.0029384
3749,Rown Brewery,,Wisconsin,42.511895,-88.119364
4134,Barley John’s Brewing Company,,Wisconsin,45.104706,-92.5498452
3685,Kul Brewing,,Wisconsin,43.839341,-91.230286
3875,Stout Brothers Public House,,Wisconsin,43.0404214,-87.9098
3605,Henry's Hard Soda,,Wisconsin,43.0439776,-87.8991514
3816,Turtle Stack Brewery,,Wisconsin,43.8126312,-91.254112
4085,BT McClintic Beer Company,1996,Wisconsin,42.5013359,-89.0373992
255,Brenner Brewing Co.,2014,Wisconsin,43.0239278,-87.9165873
3535,Plymouth Brewing Co,,Wisconsin,43.7477348,-87.977703
8545,Rockhound Brewing Co,,Wisconsin,43.0624104,-89.4011588
3593,Milwaukee Ale House,,Wisconsin,43.0334025,-87.909273
8667,Rock Bottom Restaurant & Brewery,1998,Wisconsin,43.039585,-87.911765
7696,Starboard Brewing Company,,Wisconsin,44.835523,-87.377983
8668,Milwaukee Brewing Company,1997,Wisconsin,43.032936,-87.909214
5467,Charleston Brewing Company,2013,West Virginia,38.3504345,-81.6355196
3993,Big Timber Brewing,2014,West Virginia,38.9175194,-79.8516599
6351,Stumptown Ales,,West Virginia,39.1288921,-79.4647495
3949,Dobra Zupas,,West Virginia,37.7708789,-81.1966461
3288,Parkersburg Brewing Co.,2015,West Virginia,39.2673225,-81.558143
6565,Sophisticated Hound Brewing Company,,West Virginia,37.3694272,-81.0941126
7788,Screech Owl Brewing,,West Virginia,39.588882,-79.565997
4698,Morgantown Brewing Company,1992,West Virginia,39.630501,-79.958062
2017,Big Swiss Brewing,,West Virginia,38.3403793,-81.6707013
3844,Abolitionist Ale Works,,West Virginia,39.2886277,-77.8608697
9390,Mountain State Brewing Company,2005,West Virginia,39.140863,-79.499701
5573,Chestnut Brew Works,,West Virginia,39.6272034,-79.9506935
107,Bad Shepherd Beer Company,,West Virginia,38.3504345,-81.6355196
1961,Bridge Brew Works,2010,West Virginia,38.0578763,-81.1004918
2002,Greenbrier Valley Brewing Co.,,West Virginia,37.863438,-80.39821
5191,Mountaineer Brewing Company,,West Virginia,39.475998,-77.955579
3925,The Peddler,,West Virginia,38.4216325,-82.4447867
6494,Mash Brewing Company,,West Virginia,39.2897074,-77.8605225
7401,North End Tavern & Brewery,,West Virginia,39.287612,-81.533015
7231,Short Story Brewing,,West Virginia,39.5436489,-80.1212379
8701,Mountain State Brewing Company,2005,West Virginia,39.62725,-79.961366
3456,Blackwater Brewing Company,1998,West Virginia,39.128142,-79.472265
242,Banning's Inc,,West Virginia,38.2812203,-80.8525981
4106,Berkeley Springs Brewing Co,,West Virginia,39.5768697,-78.2710853
5454,Brew Keepers,,West Virginia,40.0597866,-80.7249499
6675,Lost River Brewing Company,,West Virginia,39.075684,-78.596634
2233,Kenco Farms Meadery,,West Virginia,38.6181648,-80.6643625
3845,Weathered Ground Brewery,,West Virginia,37.648367,-81.096365
3657,Wheeling Brewing Co,,West Virginia,40.0591553,-80.724755
6492,Brewstel,,West Virginia,38.923777,-79.8493906
7863,Dark Star Brewing Company,1994,West Sussex,50.9576847,-0.3047002
844,Gruff Brewing,,Washington,48.7473126,-122.4820664
5680,Water Buffalo Brewery,,Washington,46.052128,-118.4085688
6960,Kulshan Brewing Company,2012,Washington,48.759614,-122.464907
2398,Cole Street Brewery,,Washington,47.209929,-121.982907
5345,Pike Brewing Company,1996,Washington,47.608058,-122.339485
5656,Barhop Brewing,2010,Washington,48.12099,-123.433251
7657,Three Skulls Ales,2003,Washington,47.5202894,-122.3124918
1998,Wander Brewing,2014,Washington,48.7541854,-122.4736329
5674,Locust Cider,,Washington,47.7542651,-122.1634582
6957,Silver City Brewery,1996,Washington,47.659282,-122.687358
1858,Slaughter County Brew Co.,,Washington,47.542866,-122.6261848
2442,Far West Ireland Brewing,,Washington,47.6701193,-122.118237
7870,Cascadia Brewing Co.,,Washington,47.0449332,-122.899927
5667,Old Ivy Brewery,,Washington,45.6289253,-122.6723131
5358,Kulshan Brewing Company,2012,Washington,48.757388,-122.4535843
7850,Rattlesnake Mountain Brewery,,Washington,46.2239484,-119.223599
2022,Reuben's Brews,2011,Washington,47.6673244,-122.3741648
2043,Big Time Brewing Company,1988,Washington,47.657576,-122.313216
94,Atwood Ales Farm Brewery,2016,Washington,48.9940027,-122.7371654
8096,Tieton Cider Works,1920,Washington,46.6158588,-120.5217865
7561,Skookum Brewery,,Washington,48.1593089,-122.151012
4010,Laht Neppur Brewing Company,2006,Washington,46.2694,-118.148692
1877,Geaux Brewing,,Washington,47.6302661,-122.179848
1881,The Station U Brew,,Washington,47.193404,-122.2957968
904,Honey Moon Mead,,Washington,48.7462879,-122.4807431
1884,Ale Spike,,Washington,48.2568603,-122.4380745
5308,Old Stove Brewing,,Washington,47.6096411,-122.3404798
1909,O-Town Brewing Company,,Washington,47.0431679,-122.8985163
9043,Roslyn Brewing Company,1990,Washington,47.22363,-120.991686
4105,Well 80 Brewing Company,2018,Washington,47.0454778,-122.8959677
1926,"Lumber House Brewery, LLC.",,Washington,47.4066878,-121.9617283
4003,Dog Days Brewing,,Washington,47.5660004,-122.6259139
