Index,Name,Year Opened,Region,Latitude,Longitude
2301,Guadalupe Brewing Company,2011,Texas,29.68532,-98.163471
2302,Guanella Pass Brewery,2017,Colorado,39.7057909,-105.6973581
2303,Guild Hall Brewing Company,2015,Pennsylvania,40.0945068,-75.1255613
2304,Gun Hill Brewing Company,2014,New York,40.872112,-73.855929
2305,Gunnison Brewery,2003,Colorado,38.5452261,-106.9266313
2306,Gunpowder Falls Brewing,2011,Pennsylvania,39.7554919,-76.661942
2307,Gunwhale Ales,2015,California,33.6788334,-117.8873029
2308,Gypsy Brewing Company,2015,Maryland,38.6252988,-76.6173305
2309,H2OPS,2014,California,36.778261,-119.4179324
2310,Haas Innovations Brewing LLC,2013,Virginia,38.9267125,-77.1027291
2311,Haas Innovations Brewing LLC,2013,Washington,46.6172068,-120.5316068
2312,Hailstorm Brewing Co.,2013,Illinois,41.5530755,-87.8143009
2313,Haines Brewing Company,1999,Alaska,59.23483,-135.443049
2314,Haint Blue Brewing Company,2016,Alabama,30.6848169,-88.0513837
2315,Hair of the Dog Brewing,1993,Oregon,45.5159094,-122.6655299
2316,Hairless Dog Beer Co.,2017,Minnesota,44.977753,-93.2650108
2317,Hairless Hare Brewery,2013,Ohio,39.889582,-84.213696
2318,Hales Ales Brewery and Pub,1983,Washington,47.6591056,-122.3651983
2319,Half Acre Beer Company,2006,Illinois,41.9799267,-87.6815084
2320,Half Acre Beer Company,2006,Illinois,41.9592701,-87.6823099
2321,Half Brothers Brewing Company,2017,North Dakota,47.9252568,-97.0328547
2322,Half Day Brewing Company,2016,Illinois,42.2026054,-87.9307916
2323,Half Door Brewing Co.,2015,California,32.7102352,-117.1563651
2324,Half Full Brewery,2011,Connecticut,41.039268,-73.549598
2325,Half Moon Bay Brewing,2000,California,37.504067,-122.485562
2326,Half Moon Restaurant & Brewery,2007,Indiana,40.4389852,-86.1272168
2327,Halfpenny Brewing Company,2014,Colorado,39.5935248,-104.927406
2328,Hall Brewing Company,2012,Colorado,39.5173255,-104.7632404
2329,Hamburger Mary's,2006,Illinois,41.979958,-87.6685581
2330,Hammer & Forge,2017,Virginia,37.1148985,-79.9541584
2331,HammerHeart Brewing Company,2013,Minnesota,45.1602442,-93.0888324
2332,Hams Brewhouse,2001,North Carolina,35.608278,-77.3731619
2333,Hand of Fate Brewing Company,2016,Illinois,40.0114184,-89.8491762
2334,Hand-Brewed Beer,2014,California,34.2482489,-118.5937209
2335,Hangar 24 Craft Brewery,2008,California,34.082555,-117.13932
2336,Hanging Hills Brewing Company,2014,Connecticut,41.7445922,-72.6701434
2337,Hansa Brewery,2016,Ohio,41.4832896,-81.7048011
2338,Hanson Brothers Beer Company,2013,Oklahoma,35.4675602,-97.5164276
2339,Hapa*s Brew Haus and Restaurant,1997,Hawaii,20.748619,-156.454153
2340,Happy Basset Brewing Company,2016,Kansas,39.0145695,-95.7626921
2341,Happy Valley Brewing Company,2013,Pennsylvania,40.8103828,-77.8295953
2342,Harbottle Brewing,2017,Arizona,32.1774317,-110.9185309
2343,Hard Knocks Brewing,2013,Oregon,43.7974682,-123.0571634
2344,Hardware Sustainable Gastropub and Brewery,2016,Illinois,41.8092086,-88.3721586
2345,Hardywood Park Craft Brewery,2011,Virginia,37.5645672,-77.4575783
2346,Hardywood Pilot Brewery & Taproom,2017,Virginia,38.0321508,-78.4949562
2347,Hare In The Forest Brewing,2017,California,39.333932,-123.125264
2348,Harlem Brewing Company,2000,New York,40.808369,-73.946899
2349,Harmony Brewing Company,2012,Michigan,42.9551147,-85.6306861
2350,Harmony Brewing Company,2012,Michigan,42.9708771,-85.6844671
2351,Harpoon Brewery,1986,Massachusetts,42.3465,-71.033843
2352,Harpoon Brewery,1986,Vermont,43.5130201,-72.4016913
2353,Harsens Island Brewery,2015,Michigan,42.923648,-82.4695691
2354,Harvest Moon Brewing,1997,Montana,47.3808327,-110.9268846
2355,Hauser Estate Winery,2008,Pennsylvania,39.9017653,-77.3475571
2356,Haven Brewing,2012,California,33.7862806,-117.853549
2357,Haven Hill Brewers,2016,New Hampshire,43.2764562,-70.9458395
2358,Haverhill Brewery,2003,Massachusetts,42.7727232,-71.0852745
2359,Haw River Farmhouse Ales,2011,North Carolina,35.946722,-79.319075
2360,Hawai'i Nui Brewing,2007,Hawaii,19.7059868,-155.0691282
2361,Hawcreek Brewing Company,2011,Indiana,39.304565,-85.771509
2362,Haxall Brewing Co,2010,Virginia,37.5307118,-77.4250377
2363,Haymarket Pub & Brewery,2010,Illinois,41.884044,-87.647162
2364,Haymarket Pub & Brewery,2010,Michigan,41.948758,-86.5561684
2365,Headlands Brewing Company,2013,California,37.9060368,-122.5449763
2366,HeadStrong Brewery,2012,Wyoming,42.760612,-105.384466
2367,Healdsburg Beer Co,2007,California,38.63915,-122.863248
2368,Heartland Brewery,1995,New York,40.7609737,-73.979931
2369,Heartland Brewery,1995,New York,40.7562533,-73.9849366
2370,Heater Allen Brewing,2007,Oregon,45.214447,-123.188773
2371,Heathen Brewing,2011,Washington,45.708808,-122.613613
2372,Heaven's Gate Brewery,2016,Idaho,45.421244,-116.3154441
2373,Heavenly Goat Brewing Company,2017,Indiana,41.7269422,-86.1768139
2374,Heavy Seas Beer,1995,Maryland,39.230827,-76.6751309
2375,Heavy Seas Beer,1995,Maryland,39.2866436,-76.598757
2376,Heavy Seas Beer,1995,Virginia,38.8952016,-77.0742466
2377,Heights Brewing Company,2014,Washington,45.6387281,-122.6614861
2378,Heineken,1873,New York,41.034713,-73.767205
2379,Heinzelmännchen Brewery,2004,North Carolina,35.3737917,-83.2225136
2380,Heist Brewery,2012,North Carolina,35.245827,-80.808967
2381,Helio Basin Brewing Co,2016,Arizona,33.479805,-111.996228
2382,Helix Brewing Co,2015,California,32.7720037,-117.0233489
2383,Hellbender Brewing Company,2014,District of Columbia,38.9600338,-77.0051746
2384,Hellbent Brewing Company,2015,Washington,47.7239727,-122.293177
2385,Helluva Brewing Company,2018,Arizona,33.3212854,-111.91019
2386,Helm's Brewing Co.,2011,California,32.7458203,-117.2490354
2387,Helm's Brewing Co.,2011,California,32.837392,-117.1392453
2388,Helton Brewing Co.,2015,Arizona,33.4951668,-112.0347569
2389,Henderson Brewing Co.,2018,Kentucky,37.8374792,-87.5826219
2390,HenHouse Brewing Company,2011,California,38.400567,-122.725458
2391,Henneberg Brewing Co.,2013,New York,42.9300668,-75.8526915
2392,Henniker Brewing Company,2011,New Hampshire,43.1809642,-71.7834032
2393,Henry Weinhard,1856,Arizona,32.673008,-114.508172
2394,Henson Brewing Company,2018,California,34.1939322,-118.3342677
2395,Herbert B. Friendly Brewing,2010,Washington,47.4755288,-122.2058593
2396,Hereford & Hops Restaurant and Brewpub,1994,Michigan,45.7458587,-87.0564803
2397,Hereford & Hops Restaurant and Brewpub,1994,Wisconsin,44.9518397,-89.6621525
2398,Heretic Brewing Company,2011,California,38.273706,-122.015112
2399,Heritage Brewing,2013,Virginia,38.752225,-77.4895437
2400,Hermiston Brewing Company,2013,Oregon,45.8407623,-119.2902608
2401,Hermit Thrush Brewery,2014,Vermont,42.8534875,-72.5596126
2402,Hermitage Brewing Company,2009,California,37.315077,-121.866247
2403,Heroes Restaurant & Brewery,2013,California,33.9814347,-117.3698517
2404,Heroic Aleworks,2017,Virginia,38.6284861,-77.2529261
2405,Hexagon Brewing Co,2014,Tennessee,36.0082784,-83.9481458
2406,Hi Sign Brewing,2017,Texas,30.2267512,-97.6801814
2407,Hi-Wire Brewing,2013,North Carolina,35.5914,-82.5559911
2408,Hidden River Brewing Company,2015,Pennsylvania,40.2478262,-75.72093
2409,Hidden Sands Brewery,2017,New Jersey,39.4042892,-74.5539812
2410,Hideout Brewing Company,2005,Michigan,43.017919,-85.63082
2411,High & Mighty Beer Company,2006,Massachusetts,42.2011759,-72.610427
2412,High Alpine Brewing Co.,2015,Colorado,38.5447517,-106.9272744
2413,High Cotton Brewing Co,2012,Tennessee,35.1410746,-90.0411534
2414,High Desert Brewing Co.,1997,New Mexico,32.3096,-106.793
2415,High Falls Brewing Company,2000,New York,43.164588,-77.615456
2416,High Heel Brewing,2016,Florida,30.4686832,-81.6692532
2417,High Perch Brewing Company,2015,New York,42.9939978,-74.0749239
2418,High Point Wheat Beer Company,1996,New Jersey,41.0016015,-74.3402902
2419,High Tide Brewing Co.,2014,North Carolina,34.780164,-77.425459
2420,High Water Brewing,2011,California,38.033018,-121.882514
2421,High Water Brewing,2011,California,37.973435,-121.319794
2422,Higherground Brewing Company,2011,Montana,46.2516887,-114.1562241
2423,Highland Brewing Company,1994,North Carolina,35.571062,-82.4981899
2424,Highlander Beer,2015,Montana,46.904825,-114.045107
2425,HighSide Brewing,2018,Colorado,39.5763247,-106.0928778
2426,Highway 1 Brewing Company,2013,California,37.165259,-122.359937
2427,HighWheel Beerworks,2015,Texas,29.4058325,-98.5024068
2428,HiHo Brewing Co.,2017,Ohio,41.128103,-81.4848221
2429,Hill Farmstead Brewery,2010,Vermont,44.6072147,-72.2623024
2430,Hillbilly Brewing Company,2015,Washington,45.788207,-122.676411
2431,Hillcrest Brewing Company,2012,California,32.748559,-117.15023
2432,Hilliard's Beer,2011,Washington,47.6644943,-122.3779255
2433,Hillman Beer,2016,North Carolina,35.56508,-82.537225
2434,Hingham Beer Works,2010,Massachusetts,42.2494051,-70.9225384
2435,Hinterland Brewery,1995,Wisconsin,44.5191303,-88.0196139
2436,Historic Brewing Company,2013,Arizona,35.2185593,-111.5866347
2437,Hix Farm Brewery,2017,Tennessee,36.162576,-85.5076701
2438,Hob Knob Brewing Company,2012,North Carolina,35.48158,-80.859022
2439,Hobbs Tavern & Brewing Company,2013,New Hampshire,43.8189172,-71.2003308
2440,Hog Haus Brewing Co,2004,Arkansas,36.0665508,-94.1652129
2441,Hog Island Beer Co.,2012,Massachusetts,41.7830021,-70.0008013
2442,Hog River Brewing Company,2017,Connecticut,41.7574403,-72.7022601
2443,Hogback Mountain Brewing,2015,Vermont,44.1333912,-73.0790076
2444,Hogshead Brewery,2010,Colorado,39.758252,-105.045115
2445,Holidaily Brewing Company,2016,Colorado,39.7800218,-105.2331483
2446,Holler Brewing Co.,2016,Texas,29.7707804,-95.3803011
2447,Holliday Brewing,2017,South Carolina,34.9699664,-81.9092699
2448,Hollister Brewing Company,2007,California,34.4287382,-119.8715415
2449,Holly Springs Nano Brewing,2012,North Carolina,35.651521,-78.833329
2450,Hollywood Beach Brewing Co,2005,California,34.208119,-119.142239
2451,Holy Brew Brewing Company,2008,Virginia,39.11016,-77.494771
2452,Holy City Brewing,2011,South Carolina,32.852785,-80.002189
2453,Holy Mountain Brewing Company,2014,Washington,47.6308025,-122.3745126
2454,Homage Brewing,2016,California,34.057121,-117.751392
2455,Home of the Brave Brewing Co.,2009,Hawaii,21.2962334,-157.7019881
2456,Home of the Brave Brewing Co.,2009,Hawaii,21.2987702,-157.8536936
2457,Homefield Brewing,2016,Massachusetts,42.1156042,-72.1063777
2458,Homeplace Beer Company,2017,North Carolina,35.9161561,-82.2998487
2459,Homer Brewing Company,1996,Alaska,59.6404253,-151.5061147
2460,Homestead Ales,2013,Montana,48.817371,-114.902532
2461,Homestead Beer Co.,2011,Ohio,40.0249961,-82.4737793
2462,Hometown Beverages,2009,New Jersey,40.3179397,-74.0123851
2463,Hometown Cellars Winery & Brewery,1996,Michigan,43.291382,-84.606993
2464,Honest Abe Cider & Mead,2014,California,33.8693456,-118.2746953
2465,Honest Weight Artisan Beer,2014,Massachusetts,42.6358108,-72.26981
2466,Honeyrun Winery & Honey Company,1992,California,39.7165836,-121.8172081
2467,Honolulu Beerworks,2013,Hawaii,21.2971273,-157.8604178
2468,Hood Canal Brewery,1996,Washington,47.803707,-122.57332
2469,HooDoo Brewing Company,2011,Alaska,64.848628,-147.759753
2470,Hoof Hearted Brewing,2012,Ohio,40.393167,-82.804269
2471,Hoof Hearted Brewing,2012,Ohio,39.9803408,-82.9982673
2472,Hoosier Brewing Company,2014,Indiana,39.5858806,-85.8635919
2473,Hoots Roller Bar & Beer Company,2013,North Carolina,36.1038713,-80.2597512
2474,Hop Alley Brew Pub,2013,Georgia,34.0752124,-84.2945802
2475,Hop and Sting Brewing Co,2017,Texas,32.9326086,-97.0748453
2476,Hop Dogma Brewing Company,2012,California,37.509738,-122.4669315
2477,Hop Farm Brewing Company,2010,Pennsylvania,40.4846999,-79.947964
2478,Hop Forged Brewing Company,2018,California,36.3267718,-119.6462264
2479,Hop Hill Brewing Company,2017,Pennsylvania,40.5247749,-75.5019026
2480,Hop Life Brewing Company,2012,Florida,27.3352174,-80.4085697
2481,Hop Nuts,2013,Nevada,36.157897,-115.153959
2482,Hop River Brewing,2018,Indiana,41.0884172,-85.1436421
2483,Hop Secret Brewing Co,2017,California,34.1338959,-118.0020368
2484,Hop Valley Brewing Co.,2009,Oregon,44.05819,-123.107531
2485,Hop Valley Brewing Co.,2009,Oregon,44.082956,-123.039863
2486,Hoparazzi Brewing Co.,2011,California,33.8491273,-117.8632635
2487,Hopcat,2008,Indiana,39.8692176,-86.1462729
2488,Hopcat,2008,Kentucky,38.0495697,-84.4997221
2489,Hopcat,2008,Kentucky,38.238437,-85.7217381
2490,Hopcat,2008,Michigan,42.27893,-83.741635
2491,Hopcat,2008,Michigan,42.27893,-83.741635
2492,Hopcat,2008,Michigan,42.3524512,-83.0616428
2493,Hopcat,2008,Michigan,42.7358253,-84.4820573
2494,Hopcat,2008,Michigan,42.294305,-85.578597
2495,Hopcat,2008,Michigan,42.4865762,-83.145805
2496,Hopcat,2008,Michigan,42.9623769,-85.670585
2497,Hopcat,2008,Wisconsin,43.075119,-89.391763
2498,HopFly Brewing Company,2017,North Carolina,35.9589495,-77.802199
2499,HopFusion Ale Works,2015,Texas,32.7415906,-97.32472
2500,Hopkinsville Brewing Company,2015,Kentucky,36.8674883,-87.4875225
2501,HopLore Brewing,2017,Indiana,41.3319221,-85.8442972
2502,Hopothesis Beer Company,2012,Illinois,41.8848359,-87.6468846
2503,Hoppers Grill & Brewing Company,1996,Utah,40.621538,-111.86631
2504,Hoppin' Frog Brewery,2006,Ohio,41.0245928,-81.4677107
2505,Hopping Dog Brewing,2015,California,34.1533395,-118.7616764
2506,Hoppy Brewing Company,1994,California,38.5546935,-121.4296948
2507,Hops & Grain Brewery,2009,Texas,30.258045,-97.712765
2508,Hops Grill & Brewery,2008,Colorado,39.6091987,-105.085005
2509,Hops Grill & Brewery,2008,Colorado,39.733349,-105.162077
2510,Hops Grill & Brewery,2008,North Carolina,35.1315842,-80.7113447
2511,Hops Grill & Brewery,2008,Virginia,38.837296,-77.051787
2512,HopSaint Brewing Company,2014,California,33.8576544,-118.3677193
2513,Hopskeller Brewing Company,2016,Illinois,38.3350715,-90.1493447
2514,Hopworks Urban Brewery,2008,Oregon,45.5513508,-122.6668985
2515,Hopworks Urban Brewery,2008,Oregon,45.4969012,-122.6348109
2516,Hopworks Urban Brewery,2008,Washington,45.6158374,-122.4932303
2517,Horse & Dragon Brewing Company,2014,Colorado,40.589644,-105.045623
2518,Horsefly Brewing Co,2009,Colorado,38.482718,-107.871374
2519,Horseheads Brewing,2006,New York,42.183297,-76.812066
2520,Horseshoe Bend Brewing Co.,2012,Missouri,38.2047348,-92.7356348
2521,Horus Aged Ales,2017,California,33.2067417,-117.2956887
2522,Hosanna Brewing Company,2012,North Carolina,35.6164061,-78.735189
2523,Hoster Brewing Company,1836,Ohio,39.944867,-83.01577
2524,Hourglass Brewing,2012,Florida,28.6924183,-81.3465135
2525,House Bear Brewing,2013,Massachusetts,42.8062771,-70.88195
2526,House of Pendragon Brewing Company,2013,California,36.853642,-119.7279889
2527,House of Pendragon Brewing Company,2013,California,36.6910669,-119.547781
2528,Howard Brewing Company,2012,North Carolina,35.91498,-81.539464
2529,"Howling Henry's Brewery, LLC",2015,Pennsylvania,40.26633,-76.716888
2530,Huff Brewing Company,2013,Texas,29.940909,-96.189779
2531,Humble Brewing,2011,Oregon,45.5155,-122.6789
2532,Humble Farmer Brewing Company,2015,California,32.8100106,-115.3763729
2533,Humble Sea Brewing Co,2015,California,36.9596292,-122.0488946
2534,Humboldt Brewing Company,1987,California,35.595325,-120.693728
2535,Humperdink's Restaurant And Brewery,1976,Texas,32.864007,-96.898684
2536,Humperdink's Restaurant And Brewery,1976,Texas,32.859006,-96.768137
2537,Humperdink's Restaurant And Brewery,1976,Texas,32.753121,-97.067563
2538,Humpy's Great Alaskan Alehouse,2011,Alaska,61.2162818,-149.8941111
2539,Hunga Dunga,2016,Idaho,46.7367195,-117.0028468
2540,Hunter's Brewing,2013,Indiana,41.5971271,-87.0473048
2541,Hunter's Handmade Brewery,2015,Michigan,43.5762249,-84.7494273
2542,Huske Hardware House Restaurant and Brewery,2009,North Carolina,35.053389,-78.882968
2543,Huss Brewing Company,2013,Arizona,33.5103093,-112.0725505
2544,Huss Brewing Company,2013,Arizona,33.3567734,-111.9648644
2545,Hutton & Smith Brewing Co.,2014,Tennessee,35.044111,-85.303037
2546,HWY 14 Brewing Co.,2018,Nebraska,41.6926585,-98.0015104
2547,Hyde Park Brewing Company,1995,New York,41.7691933,-73.9294308
2548,Hydro Street Brewing Company,2011,Wisconsin,43.3390433,-89.0152761
2549,Hysteria Brewing Company,2017,Maryland,39.1733403,-76.8442622
2550,I & I Brewing,2012,California,33.9968404,-117.6926715
2551,IBU Brewery,2015,New York,43.1156625,-76.1458098
2552,Icarus Brewing,2017,New Jersey,40.0798058,-74.1787675
2553,Ice Harbor Brewing Co,1997,Washington,46.210812,-119.119911
2554,Icicle Brewing Company,2010,Washington,47.5961799,-120.659626
2555,Icy Strait Brewery,2015,Alaska,58.1101563,-135.4441283
2556,Idle Hands Craft Ales,2010,Massachusetts,42.4243943,-71.0747573
2557,Idol Beer Works,2017,California,38.1219989,-121.273171
2558,Idyll Hounds Brewing Company,2013,Florida,30.3491746,-86.0677346
2559,Idylwilde Brewing,2017,Colorado,39.4022054,-107.2111628
2560,Iechyd Da Brewing Company,2012,Indiana,41.690008,-85.975323
2561,Ignite Brewing Company,2016,Ohio,41.0127135,-81.6119418
2562,Ill Mannered Brewing Company,2015,Ohio,40.1631527,-83.0733489
2563,Illuminati Brewing Company,2015,Washington,48.7838979,-122.4553644
2564,Imagine Nation Brewing,2015,Montana,46.8764583,-114.0096383
2565,IMBĪB Custom Brews,2015,Nevada,39.52764,-119.800992
2566,Immersion Brewing,2016,Oregon,44.0508328,-121.3156681
2567,Imperial Oak Brewing,2013,Illinois,41.7313836,-87.8785317
2568,Imperial Western Beer Company,2018,California,34.0561786,-118.2365762
2569,Impulse Brewing Company,2014,Virginia,36.7853438,-76.0848515
2570,Incline Cider Company,2016,Washington,47.3394747,-122.2667661
2571,Indeed Brewing Company,2012,Minnesota,45.003096,-93.252211
2572,Independence Brewing Company,2004,Texas,30.2131102,-97.7358341
2573,Independent Brewing Co.,2015,Maryland,39.5399864,-76.3564147
2574,Independent Brewing Company,2013,California,37.7964272,-122.2712545
2575,Independent Fermentations Brewing,2013,Massachusetts,41.9275198,-70.6461723
2576,"Indian Joe Brewing, Inc.",2010,California,33.1522965,-117.2278414
2577,Indian Springs Brewing Company,2014,Missouri,36.8684535,-94.3682663
2578,Indian Valley Brewing Company,2017,California,38.0681509,-122.5315949
2579,Indian Wells Brewing Company,1995,California,35.667473,-117.873665
2580,Indiana City Brewing Co.,2013,Indiana,39.7658254,-86.1408132
2581,Indigo Imp Brewery,2008,Ohio,41.5127854,-81.6656548
2582,Infamous Brewing Company,2012,Texas,30.406925,-97.925853
2583,Infinity Brewing,2014,Vermont,44.48354,-73.156578
2584,Infusion Brewing Company,2012,Nebraska,41.1960027,-96.0936173
2585,Infusion Brewing Company,2012,Nebraska,41.2847661,-96.0079152
2586,Inland Empire Brewing Company,2009,California,34.0040674,-117.3486558
2587,Inland Wharf Brewing Co.,2014,California,33.5344753,-117.1781479
2588,InnerSpace Brewing Company,2018,Alabama,34.7223275,-86.6041512
2589,Innovation Brew Works,2014,California,34.0496531,-117.814947
2590,Innovation Brewing,2013,North Carolina,35.3739195,-83.2204756
2591,Institution Ale Company,2013,California,34.2168168,-119.0190917
2592,Insurgent Brewing,2014,Arizona,34.7598634,-112.4545313
2593,Intangible Ales,2013,Pennsylvania,40.288643,-76.969362
2594,Intercourse Brewing Company,2008,Pennsylvania,40.219696,-75.415454
2595,Intergalactic Brewing Co,2012,California,32.89875,-117.120481
2596,Intermission Beer Company,2013,Virginia,37.6730867,-77.4583118
2597,Interstellar Ginger Beer and Exploration Co.,2017,Alabama,33.187683,-86.781864
2598,Intracoastal Brewing Company,2011,Florida,28.1297855,-80.6289569
2599,Intrepid Sojourner Beer Project,2017,Colorado,39.7291768,-104.9992469
2600,Intrinsic Brewing,2015,Texas,32.9136162,-96.6370685
2601,Inventors Brewpub,2017,Wisconsin,43.3915006,-87.8668734
2602,Invictus Brewing,2013,Arizona,33.4483771,-112.0740373
2603,Iowa Brewing Company,2016,Iowa,41.97428,-91.661895
2604,Iowa River Brewing Company,2012,Iowa,42.0505119,-92.9146076
2605,Ipswich Ale Brewery,1991,Massachusetts,42.672726,-70.843912
2606,Iron Fist Brewing Company,2010,California,33.145823,-117.238546
2607,Iron Flamingo Brewery,2013,New York,42.155135,-77.056379
2608,Iron Goat Brewing,2011,Washington,47.654742,-117.431419
2609,Iron Hand Brewing,2019,Alabama,30.6955209,-88.0453636
2610,Iron Hill Brewery,1996,Delaware,39.7340293,-75.5616926
2611,Iron Hill Brewery,1996,Delaware,38.7162957,-75.1089943
2612,Iron Hill Brewery,1996,Delaware,39.6832925,-75.746771
2613,Iron Hill Brewery,1996,New Jersey,39.946318,-74.9784473
2614,Iron Hill Brewery,1996,New Jersey,39.8519131,-74.9986133
2615,Iron Hill Brewery,1996,Pennsylvania,39.9168934,-75.383869
2616,Iron Hill Brewery,1996,Pennsylvania,40.0506598,-76.3188176
2617,Iron Hill Brewery,1996,Pennsylvania,39.9515765,-75.1596683
2618,Iron Hill Brewery,1996,Pennsylvania,40.0086639,-75.2976249
2619,Iron Hill Brewery,1996,Pennsylvania,40.0750789,-75.2054344
2620,Iron Hill Brewery,1996,Pennsylvania,39.9605755,-75.6055371
2621,Iron Hill Brewery,1996,Pennsylvania,40.2849921,-76.6519846
2622,Iron Hill Brewery,1996,Pennsylvania,40.2078183,-75.223709
2623,Iron Hill Brewery,1996,Pennsylvania,40.0885488,-75.0927711
2624,Iron Hill Brewery,1996,Pennsylvania,40.1340456,-75.5136632
2625,Iron Hill Brewery,1996,South Carolina,34.8510769,-82.3375168
2626,Iron Horse Brewery,2004,Washington,46.9994703,-120.5648701
2627,Iron John's Brewing Company,2018,Arizona,32.2189571,-110.938595
2628,Iron Monk Brewing Co,2015,Oklahoma,36.1159827,-97.059726
2629,Iron Springs Pub & Brewery,2004,California,37.9861207,-122.5839897
2630,Iron Triangle Brewery,2016,California,34.0362259,-118.2357877
2631,Ironbark Brewing Co.,2017,Michigan,42.2188166,-84.4381418
2632,Ironclad Brewery,2014,North Carolina,34.2370129,-77.9479162
2633,Ironfire Brewing Company,2011,California,33.511849,-117.178175
2634,Ironworks Brewery and Pub,1989,Colorado,39.7033476,-105.1362121
2635,Islamorada Beer Company,2014,Florida,24.927792,-80.623424
2636,Island Brewing Company,2000,California,34.3960285,-119.5210401
2637,Island Dog Brewing,2016,Maine,43.6286929,-70.3288431
2638,Island Hoppin' Brewery,2011,Washington,48.702689,-122.915368
2639,Isle Of Que Brewing Compny,2018,Pennsylvania,40.7986054,-76.8625805
2640,Isley Brewing Company,2013,Virginia,37.568905,-77.468388
2641,ISOB Brewing Company,2012,Illinois,41.421542,-87.996263
2642,Italian Oasis Restaurant and Brewery,1994,New Hampshire,44.3072524,-71.7740961
2643,"Itasca Brewing Company, Inc.",2011,Illinois,41.971977,-88.009632
2644,Ithaca Beer Company,1998,New York,42.4144515,-76.5343016
2645,Ivanhoe Park Brewing Co.,2018,Florida,28.5633715,-81.3719492
2646,J Wells Brewery,2012,Colorado,40.0238061,-105.2379326
2647,J. Wakefield Brewing,2015,Florida,25.799612,-80.19755
2648,J.J. Bitting Brewing Company,1997,New Jersey,40.5549409,-74.2771149
2649,J'ville Brewery,2015,Vermont,42.7946248,-72.8199815
2650,Jack Pine Brewery,2012,Minnesota,46.3773092,-94.2534376
2651,Jack's Abby Brewing,2011,Massachusetts,42.280767,-71.410714
2652,Jack's Run Brewing Company,2016,Virginia,39.1370342,-77.7149603
2653,Jackalope Brewing Company,2011,Tennessee,36.1503749,-86.779494
2654,Jacked Up Brewery,2016,California,33.1174244,-117.0917736
2655,Jackrabbit Brewing Company,2011,California,38.5718525,-121.5413488
2656,Jackson Hole Brewing Comapny,2012,Wyoming,43.4799291,-110.7624282
2657,Jackson Street Brew Company,2016,Missouri,37.7261155,-89.8638435
2658,Jackson Street Brewing,2015,Iowa,42.495276,-96.4030608
2659,Jacob Leinenkugel Brewing Company,1867,Wisconsin,44.943321,-91.3953049
2660,Jacob Leinenkugel Brewing Company,1867,Wisconsin,43.050315,-87.924579
2661,JAFB-Wooster Brewery,2012,Ohio,40.7992702,-81.9344413
2662,Jagged Mountain Brewery,2013,Colorado,39.75226,-104.9913841
2663,Jailbreak Brewing Company,2013,Maryland,39.1241125,-76.8230123
2664,Jailhouse Brewing Company,2008,Georgia,33.386539,-84.282384
2665,JAKs Brewing,2015,Colorado,38.9698346,-104.6063746
2666,James River Brewery,2015,Virginia,37.800472,-78.495914
2667,Jamesport Brewing Company,2000,Michigan,43.9523739,-86.4478298
2668,Jamex Brewing Co.,2017,Michigan,42.456535,-82.9124792
2669,Jamul Brewing Co.,2012,California,32.709895,-116.877454
2670,Jarfly Brewing Co.,2016,Kentucky,37.0920536,-84.6047253
2671,Jasper Murdock's Alehouse / The Norwich Inn,1993,Vermont,43.7151179,-72.308907
2672,Jasper Ridge Brewery,1996,Michigan,46.5015366,-87.6789954
2673,Jaxons Restaurant and Brewing Co,1973,Texas,31.7813196,-106.3925207
2674,JDub's Brewing Company,2014,Florida,27.348907,-82.525404
2675,Jekyll Brewing,2011,Georgia,34.086075,-84.247494
2676,Jellyfish Brewing Co,2016,Washington,47.5488374,-122.3201562
2677,Jeremiah Johnson Brewing Co.,2011,Montana,47.5101528,-111.3159522
2678,Jessup Farm Barrel House,2015,Colorado,40.5620332,-105.0379971
2679,Jester King Craft Brewery,2010,Texas,30.233431,-97.995129
2680,Jim Dandy Brewing,2018,Idaho,42.866176,-112.4483018
2681,JJs Brewing Company,2017,Arkansas,36.1173355,-94.157215
2682,JoBoy's Brew Pub,2010,Pennsylvania,40.1570327,-76.3060654
2683,John Harvard's Brew House,1992,Massachusetts,42.3006992,-71.3961732
2684,John Harvard's Brew House,1992,Massachusetts,42.3724324,-71.1193062
2685,John Harvard's Brew House,1992,New York,40.8699981,-73.1284996
2686,John Harvard's Brew House,1992,Rhode Island,41.825595,-71.414036
2687,Jolly Pumpkin Artisan Ales,2004,Michigan,42.337535,-83.889488
2688,Jolly Pumpkin Artisan Ales,2004,Michigan,44.8861815,-85.5285305
2689,Jolly Pumpkin Artisan Ales,2004,Michigan,42.27927,-83.748608
2690,Jolly Pumpkin Artisan Ales,2004,Michigan,42.9703336,-85.6802952
2691,Jolly Pumpkin Artisan Ales,2004,Michigan,42.4925554,-83.1447391
2692,Jolly Pumpkin Artisan Ales,2004,Michigan,42.351016,-83.0651572
2693,Jolly Pumpkin Artisan Ales,2004,Michigan,42.323727,-83.879212
2694,Jones Brewing Co,1881,Pennsylvania,40.1531559,-79.7436052
2695,Joseph James Brewing Co. Inc.,2008,Nevada,36.038381,-115.03073
2696,Joseph Wolf Brewing Company,1860,Minnesota,45.057341,-92.8070522
2697,Joyride Brewing Company,2014,Colorado,39.7532077,-105.053674
