Index,Name,Year Opened,Region,Latitude,Longitude
1,(512) Brewing Company,2008,Texas,30.2234,-97.769736
2,#FREEDOM Craft Brewery,2012,New York,41.2645348,-73.9356068
3,10 Barrel Brewing Company,2006,Idaho,43.617859,-116.202689
4,10 Barrel Brewing Company,2006,Oregon,44.0562359,-121.3286052
5,10 Barrel Brewing Company,2006,Oregon,44.089005,-121.285385
6,10 Barrel Brewing Company,2006,Oregon,44.0863837,-121.2806916
7,101 Cider House,2013,California,34.1540847,-118.80249
8,10K Brewing,2014,Minnesota,45.1982352,-93.3896162
9,1188 Brewing Company,2012,Oregon,44.4161059,-118.9518719
10,12 West Brewing Co.,2016,Arizona,33.4154694,-111.8321269
11,127 Brewing,2014,Michigan,42.2860115,-84.4312613
12,12Degree Brewing,2013,Colorado,39.9782693,-105.13192
13,13 Below Brewery,2017,Ohio,39.126831,-84.70723
14,13 Stripes Brewery,2016,South Carolina,34.9201003,-82.287138
15,13 Virtues Brewing Co,1994,Oregon,45.4762533,-122.6488352
16,14er Brewing Company,2015,Colorado,39.7614387,-104.9838836
17,14th Star Brewing,1972,Vermont,44.8150433,-73.0818275
18,16 Mile Brewing Company,2009,Delaware,38.678769,-75.3781533
19,1718 Brewing Ocracoke,2017,North Carolina,35.1074834,-75.9718368
20,1781 Brewing Company,2016,Virginia,38.3244935,-77.7188554
21,1817 Brewery,2015,Mississippi,33.9842768,-88.488099
22,1850 Brewing Company,2017,California,37.4696579,-119.9505829
23,18th Street Brewery,2010,Indiana,41.5990572,-87.267179
24,1912 Brewing Company,2015,Arizona,32.246456,-110.9938334
25,192 Brewing Company,2009,Washington,47.7565288,-122.2422298
26,1933 Brewing Company,2014,Colorado,40.5311387,-105.0801963
27,1940's Brewing Company,2014,New York,40.783329,-73.08329
28,1974 Brewing Company,2012,Pennsylvania,40.2453741,-75.6496302
29,2 Basset Brewery,2016,Montana,46.54816,-110.9010709
30,2 Feet Brewing Company,2016,Maine,44.800228,-68.7727573
31,2 Silos Brewing Co,2017,Virginia,38.7424187,-77.5215653
32,2 Towns Ciderhouse,2010,Oregon,44.5633722,-123.2259542
33,2 Way Brewing Company,2014,New York,41.5083675,-73.9810105
34,"2 Witches Winery and Brewing Company, Inc.",2012,Virginia,36.5858251,-79.4213237
35,212 Brewing Company,2013,New York,40.7393898,-73.989285
36,217 Brew Works,2016,North Carolina,35.7229467,-77.9121525
37,21st Amendment Brewery,2000,California,37.7824892,-122.3924905
38,21st Amendment Brewery,2000,California,37.7131202,-122.170665
39,238 Brewing Company,2015,Washington,47.830388,-117.265603
40,23rd Street Brewery,2006,Kansas,38.9429975,-95.2810862
41,26 Degree Brewing Company,2014,Florida,26.2312818,-80.0975418
42,28th State Brewing,2016,Texas,29.9716905,-95.6937856
43,2kids Brewing Company,2013,California,32.8966077,-117.1373279
44,2SP Brewing Company,2015,Pennsylvania,39.8554651,-75.4036331
45,3 Beards Beer Company,2010,Massachusetts,42.2022941,-72.6046857
46,3 Guys and a Beer'd Brewing Company,2012,Pennsylvania,41.5792865,-75.5015333
47,3 Iron Brewing Company,2013,California,34.0739016,-117.3136547
48,3 Nations Brewing Co.,2015,Texas,32.9310392,-96.8983269
49,3 Points Urban Brewery,2018,Ohio,39.1101528,-84.5086595
50,3 Sheeps Brewing Co,2012,Wisconsin,43.773281,-87.730762
51,3 Stars Brewing Company,2010,District of Columbia,38.967491,-77.012626
52,30 Mile Brewing Company,2016,Connecticut,41.302778,-72.370077
53,300 Suns Brewing,2014,Colorado,40.1599013,-105.101233
54,350 Brewing Company,2013,Illinois,41.5593734,-87.7911748
55,38 State Brewing Company,2012,Colorado,39.5689667,-104.9896149
56,3Cross Brewing Company,2013,Massachusetts,42.244075,-71.8304129
57,3rd Degree Brewhouse,2018,North Carolina,35.5968154,-78.7612138
58,3rd Turn Brewing,2015,Kentucky,38.193162,-85.566462
59,3rd Wave Brewing Co.,2012,Delaware,38.4607682,-75.5743423
60,4 Brothers Blended Beer,2012,Wisconsin,43.0517737,-88.1876181
61,4 Hands Brewing Company,2011,Missouri,38.6150105,-90.1976401
62,4 Paws Brewing,2011,Illinois,41.8781136,-87.6297982
63,4 Seasons Brewery,2014,Michigan,43.0541724,-83.3116716
64,40 Arpent Brewing Company,2012,Louisiana,29.9482605,-90.0076141
65,40 North Brewing,2011,Colorado,39.9991487,-105.2540857
66,406 Brewing Company,2011,Montana,45.6929833,-111.0340753
67,42 North Brewing Company,2015,New York,42.7686418,-78.6079128
68,4204 Main Street Brewing,2014,Illinois,38.537919,-90.021074
69,49th State Brewing Co,2011,Alaska,63.7948643,-148.4895979
70,4KD Crick Brewery,2016,Ohio,41.2931092,-84.3387212
71,4th Way Brewing Company,2010,California,37.8715926,-122.272747
72,5 Alarm Brewing Co,2017,Iowa,43.4190601,-93.534206
73,5 Lakes Brewing Co.,2016,Michigan,42.7243547,-85.707009
74,5 Rabbit Cerveceria Inc,2011,Illinois,41.758,-87.779622
75,5 Seasons Brewing Company,2001,Georgia,33.9080529,-84.3807739
76,5 Seasons Brewing Company,2001,Georgia,33.7789888,-84.4107935
77,5 Seasons Brewing Company,2001,Georgia,34.0637856,-84.2528113
78,5 Stones Artisan Brewery,2012,Texas,29.6295601,-98.2853566
79,50 Back Brewing Co,2010,Massachusetts,42.673842,-71.5984083
80,51 North Brewing Company,2013,Michigan,42.785295,-83.240214
81,51st State Brewing Co.,2018,Michigan,45.808406,-88.0882617
82,51st Ward Beer Company,2014,Illinois,41.7958639,-87.9756175
83,54°40' Brewing Company,2015,Washington,45.5648179,-122.3270721
84,57 Brew Pub & Bistro,2012,Michigan,43.1776718,-85.2727711
85,5ive Cities brewing,2018,Iowa,41.5745288,-90.5012874
86,5th Street Brewpub,2003,Missouri,38.7067875,-93.2286339
87,603 Brewery,2012,New Hampshire,42.9161384,-71.3629896
88,608 Brewing Company,2018,Wisconsin,43.8258353,-91.2498898
89,612Brew,2013,Minnesota,44.9990755,-93.2464998
90,6A Brewing Company,2017,Maine,41.7589615,-70.4939317
91,7 Devils Brewing Co,2012,Oregon,43.366566,-124.214647
92,7 Hermits Brewing Company,2014,Colorado,39.6413327,-106.8310129
93,7 Hills Brewing Company,2015,Virginia,37.533169,-77.431721
94,7 Locks Brewing Company,2015,Maryland,39.0558135,-77.110184
95,7 Mile Brewery,2016,New Jersey,39.0207002,-74.8696275
96,7 Seas Brewing Co,2008,Washington,47.3272977,-122.5795175
97,7 Seas Brewing Co,2008,Washington,47.241754,-122.438872
98,75th Street Brewery,1993,Missouri,38.9926818,-94.5960652
99,7th Settlement Brewery,2013,New Hampshire,43.1951587,-70.873599
100,7venth Sun Brewing,2012,Florida,28.0100358,-82.4506185
101,7venth Sun Brewing,2012,Florida,28.0162057,-82.7900486
102,8-Bit Aleworks,2015,Arizona,33.4537213,-112.3262394
103,810 Meadworks,2014,New York,43.2201893,-78.3876572
104,8one8 Brewing,2015,California,34.2334272,-118.5889279
105,8th Wonder Brewery,2013,Texas,29.7490257,-95.3557612
106,902 Brewing Company,2012,New Jersey,40.7475071,-74.0281614
107,903 Brewers,2013,Texas,33.6171881,-96.607032
108,907 Brewing,2016,Alaska,55.47239,-131.817312
109,A Taste of Long Island Craft Brewery,2014,New York,40.7340911,-73.445796
110,Aardwolf Brewing Company,2012,Florida,30.3108135,-81.6544618
111,Abandon Brewing,2012,New York,42.631829,-77.104915
112,Abbey Brewing Co,1995,Florida,25.7890852,-80.1403462
113,"Abbey Brewing Company, LLC",2005,New Mexico,36.3731341,-106.5112712
114,Abbey Wright Brewing Company,2006,Pennsylvania,41.2225141,-77.0369203
115,Aberdeen Brewing,2000,Indiana,41.439026,-87.1066031
116,Aberrant Ales,2017,Michigan,42.6075937,-83.9316126
117,Abide Brewing Co.,2013,Georgia,33.4008072,-84.7634896
118,Abigaile Brewery,2012,California,33.8632605,-118.3995379
119,Abita Brewing Company,1986,Louisiana,30.4787911,-90.0392975
120,Abita Brewing Company,1986,Louisiana,30.482138,-90.055185
121,Abita Brewing Company,1986,Louisiana,30.4785257,-90.0375755
122,Able Baker Brewing Company,2016,Nevada,36.0372968,-115.0317876
123,Able Ebenezer Brewing Co.,2013,New Hampshire,42.8526218,-71.493268
124,Absolution Brewing Company,2013,California,33.8431414,-118.3378959
125,AC Golden Brewing Company,2007,Colorado,39.755543,-105.2210997
126,Acadian Craft Brewing,2011,Louisiana,29.9283929,-90.1329231
127,Acadian Farms,2008,Washington,45.7252547,-121.8205813
128,Accomplice Beer Company,2016,Wyoming,41.1319039,-104.8140961
129,Acopon Brewing Company,2017,Texas,30.1925655,-98.0891081
130,Acoustic Ales Brewing Experiment,2012,California,32.7422734,-117.184648
131,Actual Brewing Co.,2012,Ohio,39.9867633,-82.9080087
132,Adams Street Brewery,2018,Illinois,41.8792349,-87.628392
133,Adelbert's Brewery,2011,Texas,30.382666,-97.720162
134,Adirondack Pub & Brewery,1999,New York,43.418521,-73.714111
135,Adobe Creek Brewing Company,2017,California,38.0808721,-122.5224793
136,Adroit Theory Brewing Company,2011,Virginia,39.143902,-77.7201879
137,Adventure Brewing Company,2013,Virginia,38.279455,-77.447486
138,Adventure Brewing Company,2013,Virginia,38.384518,-77.440554
139,Aegir Brewing Co,2017,Minnesota,45.3029382,-93.5679223
140,Aftershock Brewing Company,2012,California,33.4882913,-117.1445094
141,Afterthought Brewing Company,2017,Illinois,41.9059189,-88.0223174
142,Against The Grain Brewery,2012,Kentucky,38.2555029,-85.7441124
143,Agner & Wolf Brewery Corp.,2012,New Hampshire,42.7761764,-71.4993825
144,Ahnapee Brewery,2013,Wisconsin,44.6090617,-87.4351322
145,Aigean Ales,2017,New Hampshire,42.9898645,-71.4689885
146,Aiken Brewing Company,1997,South Carolina,33.5602757,-81.7226763
147,Airdale Brewing Company,2008,California,32.8794334,-117.1819082
148,Airways Brewing Company,2010,Washington,47.4116716,-122.2248944
149,Airways Brewing Company,2010,Washington,47.3822049,-122.2355339
150,Akademia Brewing Company,2017,Georgia,33.9422723,-83.47044
151,Akronym Brewing,2018,Ohio,41.084628,-81.515932
152,Aksarben Brewing Company,2006,Nebraska,41.2603558,-96.0894676
153,Alameda Brewing Company,1996,Oregon,45.5484823,-122.613645
154,Alameda Island Brewing Company,2015,California,37.768443,-122.238863
155,Alamo Beer Company,2002,Texas,29.4310832,-98.4544821
156,Alarmist Brewing,2014,Illinois,41.9894877,-87.730327
157,Alaro Craft Brewery,2018,California,38.5731152,-121.4810826
158,Alaskan Brewing Co.,1986,Alaska,58.3570171,-134.4893459
159,Albia Brewing Co,2012,Iowa,41.0271308,-92.807795
160,Albion Malleable Brewing Company,2018,Michigan,42.2423239,-84.7532696
161,Aldus Brewing Co.,2014,Pennsylvania,39.790598,-76.976899
162,Ale Asylum,2006,Wisconsin,43.1207344,-89.3537098
163,Ale Syndicate,2012,Illinois,41.93192,-87.6931293
164,AleCraft Brewery,2017,Maryland,39.5337112,-76.3457252
165,Aleman Brewpub,2013,Illinois,41.9411513,-87.7431783
166,Alesatian Brewing Co.,2016,Virginia,39.1845857,-78.1657693
167,AleSmith Brewing Company,1995,California,32.8885761,-117.1494165
168,Alesong Brewing & Blending,2016,Oregon,44.048744,-123.134387
169,Alewerks Brewing Company,2006,Virginia,37.321071,-76.7331616
170,Alexandria's Brewery,2011,Ohio,41.038087,-83.6486903
171,Alga Beer Company,2017,Florida,30.421309,-87.2169149
172,Ali'i Brewing Company,1994,Hawaii,21.319617,-157.873126
173,Alibi Ale Works,2014,Nevada,39.247445,-119.953499
174,Align Brewing Co,2016,California,32.8966532,-117.1372753
175,All Saints Brewing Company,2011,Pennsylvania,40.3117912,-79.5258589
176,All-Wise Meadery,2017,New York,40.7224874,-73.9567952
177,Allagash Brewing Company,1995,Maine,43.703215,-70.317677
178,Allegheny City Brewing,2016,Pennsylvania,40.454191,-80.000442
179,Alliance Brewing Company,2015,Tennessee,35.959605,-83.903032
180,Alligator Brewing,2007,Florida,29.650496,-82.324556
181,Alloy Brewing Company,2017,Minnesota,45.1695905,-93.3366911
182,Alltech Lexington Brewing and Distilling Company,1999,Kentucky,38.049863,-84.5095709
183,Alluvial Brewing Company,2015,Iowa,42.0797398,-93.6666199
184,Alma Brewing Company,2014,Michigan,43.3786919,-84.6598184
185,Almanac Beer Co,2010,California,37.760272,-122.3880977
186,Almar Orchards,1885,Michigan,43.0273646,-83.9113451
187,Aloha Beer Company,2012,Hawaii,21.3135776,-157.8696224
188,Alosta Brewing Co.,2013,California,34.1045294,-117.8788896
189,Alpenglow Beer Co,2018,California,37.8857582,-122.1180201
190,Alpha Brewing Co,2013,Missouri,38.598403,-90.262693
191,Alpha Brewing Co,2013,Missouri,38.6327356,-90.1998977
192,Alpha Michigan Brewing Company,2017,Michigan,46.0465492,-88.3764074
193,Alphabet City Brewing Company,2012,New York,40.7236044,-73.9788462
194,Alpine Beer Company,2002,California,32.8351688,-116.7626655
195,Alpine Brewing Co,2000,Washington,48.939025,-119.43674
196,Alpine Dog Brewing Company,2014,Colorado,39.7401282,-104.9748385
197,Altamont Beer Works,2012,California,37.6762801,-121.7198844
198,Altamont Brewing Company,2011,North Carolina,35.5815373,-82.6043239
199,Alter Brewing Company,2015,Illinois,41.7904222,-88.0417585
200,Alternation Brewing Company,2017,Colorado,39.688657,-104.987895
201,Altitude Chophouse & Brewery,1999,Wyoming,41.3103382,-105.595231
202,Altmeyer & Lewis Brewing Company,2015,Texas,29.7873736,-97.9467471
203,Altstadt Brewery,2016,Texas,30.2252322,-98.7948595
204,Alvarado Street Brewery & Grill,2014,California,36.5993041,-121.8948251
205,Alvarium Beer Company,2017,Connecticut,41.6640934,-72.7548167
206,Amalgamated Brewing Company,2006,Missouri,38.5923841,-90.2181681
207,Ambacht Brewing,2008,Oregon,45.5326342,-122.9562205
208,America's Brewing Company,1996,Illinois,41.760709,-88.309777
209,American Brewing Company,2011,Washington,47.8040624,-122.3735496
210,American Dream Brewing,2012,California,34.1954436,-118.8716215
211,American Honor Beer Company,2010,North Carolina,35.735392,-81.3258422
212,American Icon Brewery,2016,Florida,27.6372475,-80.3969337
213,American River Brewing,1993,California,38.9040439,-121.0656216
214,American River Brewing Company,2010,California,38.602932,-121.270972
215,American Sky Brewing Co.,2011,Wisconsin,44.9552888,-92.7386322
216,American Vintage Beverage Inc,2010,Washington,47.6084921,-122.336407
217,Amerisports Brew Pub,1997,Missouri,39.1551041,-94.4820108
218,Amherst Brewing Company,1997,Massachusetts,42.3763254,-72.5198934
219,Amplified Ale Works,2012,California,32.886637,-117.1571477
220,Amplified Ale Works,2012,California,32.7913197,-117.2544418
221,Anacortes Brewery,1994,Washington,48.51933,-122.6125703
222,Anaheim Brewery,1870,California,33.8327376,-117.9124691
223,Ancestry Brewing,2015,Oregon,45.4630735,-122.6527589
224,Ancestry Brewing,2015,Oregon,45.3708323,-122.79655
225,Anchor Brewing Company,1896,California,37.7634514,-122.4007543
226,Anchorage Brewing Company,2017,Alaska,61.138793,-149.8821545
227,Ancient Lakes Brewing Company,2010,Washington,47.2516104,-119.9464129
228,"Andean Brewing Company, Inc.",2010,New York,41.079567,-73.954171
229,Anderson Valley Brewing Company,1987,California,39.001384,-123.356081
230,Andrew's Brewing Company,1992,Maine,44.3139494,-69.1336523
231,Andrews Brewing Company,2013,North Carolina,35.199271,-83.812814
232,Angel City Brewing,1997,California,34.0466054,-118.2378181
233,Angelic Brewing,1995,Wisconsin,43.0740322,-89.39127
234,Angry Cedar Brewing Co,2008,Iowa,42.7260491,-92.4673996
235,Angry Chair Brewing,2014,Florida,28.005142,-82.459215
236,Angry Fish Brewing Company,2018,South Carolina,33.9805244,-81.2759792
237,Angry Horse Brewing,2014,California,34.0095721,-118.1063421
238,Angry Inch Brewing,2016,Minnesota,44.6476464,-93.2428391
239,Angry James Brewery,2018,Colorado,39.6322068,-106.0761968
240,Angry Orchard,2011,New York,41.587128,-74.221692
241,Angry Orchard,2011,Ohio,39.1031182,-84.5120196
242,Anheuser-Busch InBev,1852,California,38.236362,-122.091866
243,Anheuser-Busch InBev,1852,California,34.2210112,-118.4768522
244,Anheuser-Busch InBev,1852,Colorado,40.6169416,-105.0018273
245,Anheuser-Busch InBev,1852,Florida,30.433924,-81.650619
246,Anheuser-Busch InBev,1852,Georgia,34.2558728,-84.7831874
247,Anheuser-Busch InBev,1852,Missouri,38.5985037,-90.2093428
248,Anheuser-Busch InBev,1852,New Hampshire,42.8252547,-71.4861091
249,Anheuser-Busch InBev,1852,New Jersey,40.7067437,-74.1736086
250,Anheuser-Busch InBev,1852,New York,43.1624453,-76.3096615
251,Anheuser-Busch InBev,1852,Ohio,40.102482,-82.9933123
252,Anheuser-Busch InBev,1852,Texas,29.773088,-95.269255
253,Anheuser-Busch InBev,1852,Virginia,37.2381215,-76.652522
254,Animas Brewing Company,2014,Colorado,37.28001,-107.876761
255,Anthem Brewing Company,2011,Oklahoma,35.4606589,-97.5283627
256,Antietam Brewery,2012,Maryland,39.6405559,-77.760372
257,Antioch Brewing Company,2012,Virginia,37.8609872,-78.2633426
258,Anvil Brewing,2017,Texas,32.9971425,-94.9670644
259,Apocalypse Ale Works,2012,Virginia,37.361933,-79.287925
260,Apocalypse Brew Works,2012,Kentucky,38.256101,-85.720227
261,Appalachian Brewing Company,1951,Pennsylvania,39.842617,-77.191945
262,Appalachian Brewing Company,1951,Pennsylvania,40.238345,-76.946072
263,Appalachian Brewing Company,1951,Pennsylvania,40.157852,-76.30072
264,Appalachian Brewing Company,1951,Pennsylvania,40.1945395,-75.4730908
265,Appalachian Brewing Company,1951,Pennsylvania,40.247203,-77.016953
266,Appalachian Brewing Company,1951,Pennsylvania,40.2657809,-76.8755
267,Appalachian Brewing Company,1951,Pennsylvania,39.835312,-77.245052
268,Appalachian Mountain Brewery,2013,North Carolina,36.2033443,-81.6685954
269,Apple Blossom Brewing Company,2013,Arkansas,36.1319739,-94.1176782
270,Appleton Beer Factory,2013,Wisconsin,44.261193,-88.4144759
271,Appleton Brewing,1989,Wisconsin,44.2531994,-88.4033024
272,Applewood Winery,1993,New York,41.2946382,-74.3098791
273,Apponaug Brewing Company,2018,Rhode Island,41.7270802,-71.4703044
274,AquaBrew,2016,Texas,29.8812335,-97.9401795
275,Aquanaut Brewing Company,2014,Illinois,41.980887,-87.6760709
276,Aqueduct Brewing,2014,Ohio,41.068941,-81.5174766
277,Arbor Brewing Company,1995,Michigan,42.2804754,-83.7483644
278,Arcade Brewery,2011,Illinois,41.93192,-87.6931293
279,Arcadia Brewing Company,1996,Michigan,42.3219871,-85.185145
280,Arcadia Brewing Company,1996,Michigan,42.2947549,-85.5725225
281,Arcadian Moon,2013,Montana,39.0326762,-93.7232005
282,Arcana Brewing Company,2012,California,33.1402104,-117.2739244
283,Arch Rock Brewing Company,2012,Oregon,42.3889236,-124.4154474
284,Archetype Brewing Company,2017,North Carolina,35.5782143,-82.5750885
285,Arclight Brewing,2014,Michigan,42.1910809,-86.258322
286,Ardent Craft Ales,2014,Virginia,37.5681484,-77.471961
287,Area 51 Craft Brewery,2011,California,33.945887,-117.4512128
288,Argilla Brewing Co. @ Pietro's Pizza,2012,Delaware,39.7082968,-75.6844023
289,Argus Cidery,2010,Texas,30.23566,-98.010739
290,Arizona Wilderness Brewing Company,2013,Arizona,33.363016,-111.841114
291,Arkane Aleworks,2016,Florida,27.9168525,-82.7604474
292,Arkose Brewery,2011,Alaska,61.5816306,-149.1060793
293,Arktos Meadery,2013,Michigan,42.9402208,-85.6792783
294,ARMADA BREWING,2015,Connecticut,41.2889897,-72.8744527
295,Armadillo Ale Works,2010,Texas,33.2126209,-97.1280842
296,Armistice Brewing Company,2018,California,37.9191763,-122.3469841
297,Armstrong Ales,2012,Pennsylvania,40.1355094,-75.5458611
298,Armstrong Brewing Co,2012,California,37.6555904,-122.4131455
299,Around the Bend Beer Co.,2014,Illinois,41.931994,-87.6933002
300,Arrow Lodge Brewing,2015,California,34.1050418,-117.8766007
301,Arrowhead Ales Brewing Company,2010,Illinois,41.4813717,-87.9589688
302,Arrowood Farms Brewery,2013,New York,41.8038782,-74.2482974
303,Artifact Cider Project,2013,Massachusetts,42.120638,-72.574443
304,Artifex Brewing Company,2014,California,33.4493503,-117.605586
305,ArtScience Brewery,2010,Colorado,40.050198,-105.09055
306,Arvada Beer Company,2010,Colorado,39.7993081,-105.0812513
307,Asbury Park Brewery,2016,New Jersey,40.219517,-74.012955
308,Ascension Brewing Company,2015,Michigan,42.4771911,-83.4592178
309,Asgard Brewing Company,2016,Tennessee,35.6174457,-87.0329703
310,Ash & Elm Cider Co.,2016,Indiana,39.768019,-86.1252559
311,Asher Brewing Company,2009,Colorado,40.058659,-105.2060429
312,Asheville Brewing Company,1998,North Carolina,35.6221051,-82.5537092
313,Asheville Brewing Company,1998,North Carolina,35.5917433,-82.5553572
314,Ashtown Brewing Company,2010,Washington,46.1367144,-122.9328484
315,Ashuelot Brewing Company,2014,New Hampshire,42.7595702,-72.2337508
316,Aslan Brewing Company,2012,Washington,48.748395,-122.474484
317,Aslin Beer Co.,2015,Virginia,38.95637,-77.374976
318,Aspen Brewing Company,2008,Colorado,39.190334,-106.820307
319,Ass Clown Brewing Company,2011,North Carolina,35.4577774,-80.8545343
320,Ass Kisser Ales,2010,Texas,32.7297295,-97.4154334
321,Assawoman Bay Brewing Company,2014,Maryland,38.3712057,-75.0703421
322,Astro Lab Brewing,2018,Maryland,38.9921363,-77.0269628
323,Asylum Brewing,2017,California,33.8496995,-117.8609463
324,At large,2015,Washington,47.9808823,-122.214598
325,Atlanta Brewing Co.,1993,Georgia,33.818002,-84.435253
326,Atlantic Beach Brewing Company,2016,Florida,30.3259295,-81.4076339
327,Atlantic Brewing Company,1991,Maine,44.387297,-68.2047479
328,Atlantic Brewing Company,1991,Maine,44.399624,-68.3333
329,Atlas Brew Works,2012,District of Columbia,38.914857,-76.981435
330,Atomic Ale Brewpub and Eatery,1997,Washington,46.274522,-119.277307
331,Atwater Brewery,1997,Michigan,42.381259,-82.940102
332,Atwater Brewery,1997,Michigan,42.337152,-83.018559
333,Atwater Brewery,1997,Michigan,42.9706281,-85.6725749
334,Atwood Ales Farm Brewery,2016,Washington,48.9940027,-122.7371654
335,Auburn Alehouse,2007,California,38.8949179,-121.078789
336,Audacity Brew House,2014,Texas,33.1998884,-97.1203334
337,August Schell Brewing Company,1860,Minnesota,44.2896306,-94.4489735
338,Augustino Brewing Company,2017,Kansas,37.695877,-97.443902
339,Aurochs Brewing Company,2012,Pennsylvania,40.5117529,-80.1034333
340,Ausable Brewing Co.,2014,New York,44.503003,-73.447753
341,Austin Beerworks,2011,Texas,30.37976,-97.730224
342,Austin Eastciders,2011,Texas,30.2634602,-97.6961052
343,Avenues Proper Restaurant and Publick House,2012,Utah,40.778174,-111.878245
344,Avery Brewing Company,1993,Colorado,40.0625314,-105.2047868
345,Aviator Brewing Company,2008,North Carolina,35.5923185,-78.7843771
346,Aviator Brewing Company,2008,North Carolina,35.619701,-78.808539
347,Aviator Brewing Company,2008,North Carolina,35.5929549,-78.7940578
348,Avondale Brewing Company,2011,Alabama,33.524545,-86.7741712
349,Axle Brewing Company,2015,Michigan,42.4505528,-83.1429845
350,Aztec Brewing Company,2008,California,33.1497682,-117.2299038
351,B-52 Brewing,2014,Texas,30.3393882,-95.5513363
352,B. Nektar Meadery,2006,Michigan,42.453829,-83.1139
353,Baa Baa Brewhouse,2014,Texas,29.7730075,-95.9506154
354,Babe's Bar-B-Que and Brewhouse,2002,California,33.7401032,-116.409588
355,Back Alley Brewery,2012,Indiana,41.584561,-85.8349439
356,Back Bay Brewing,2011,Virginia,36.8375507,-75.9810502
357,Back East Brewing Company,2012,Connecticut,41.8550043,-72.7047501
358,Back Forty Beer Company,2009,Alabama,33.5221355,-86.7882994
359,Back Forty Beer Company,2009,Alabama,34.015484,-86.005585
360,Back Road Brewery,1996,Indiana,41.6120972,-86.7265462
361,Backacre Beermakers,2010,Vermont,43.2912314,-72.794054
362,Backcountry Brewery,1996,Colorado,39.5763361,-106.0928814
363,Backlash Beer Company,2009,Massachusetts,42.3584308,-71.0597732
364,Backpocket Brewing,2012,Iowa,41.6822688,-91.5597276
365,Backshore Brewing Company,2012,Maryland,38.3402459,-75.0803817
366,Backside Brewing Co.,2014,Oregon,43.214657,-123.337702
367,Backslope Brewing,2015,Montana,48.3710141,-114.1964887
368,Backstep Brewing Co.,2016,Indiana,40.0426869,-86.9002226
369,Backstory Brewery,2017,Texas,33.1354911,-95.6042273
370,Backstreet Brewery,1976,California,33.7878404,-117.8339288
371,Backstreet Brewery,1976,California,33.8505321,-117.5702496
372,Backstreet Brewery,1976,California,33.7082181,-117.8041595
373,Backstreet Brewery,1976,California,33.7080461,-117.784273
374,Backstreet Brewery,1976,California,33.716754,-118.005652
375,Backstreet Brewery,1976,California,33.6700327,-117.9525661
376,Backstreet Brewery,1976,California,33.8773182,-117.7533149
377,Backstreet Brewery,1976,California,33.8883685,-117.8269025
378,Backstreet Brewery,1976,California,33.1999917,-117.244877
379,Backstreet Brewery,1976,California,33.7104183,-116.2900669
380,Backstreet Brewery,1976,California,33.5632933,-117.6470183
381,Backwoods Brewing Company,2012,Washington,45.7288627,-121.8199186
382,Bad Ass Brewery,2010,New Mexico,35.1293487,-106.532331
383,Bad Beat Brewing,2014,Nevada,36.0528116,-115.0190606
384,BAD Brewing Co,2012,Michigan,42.578607,-84.443446
385,Bad Frog Brewery Company,1995,Michigan,44.46396,-84.147624
386,Bad Idea Brewing,2015,Tennessee,35.6091358,-87.0387299
387,Bad Jimmy's Brewery,2011,Washington,47.6603168,-122.3657552
388,Bad Lab Beer Co.,2016,New Hampshire,43.2303967,-70.8817634
389,Bad Martha Beer,2013,Massachusetts,41.3804981,-70.645473
390,BAD SONS Beer Company,2017,Connecticut,41.3262988,-73.0991277
391,Bad Tom Smith Brewing,2010,Ohio,39.119749,-84.418378
392,Bad Water Brewing,2012,Arizona,33.497244,-111.9245629
393,Bad Weather Brewery,2012,Minnesota,44.9389353,-93.1101997
394,Badass Backyard Brewing,2015,Idaho,47.6753124,-116.7815819
395,Badass Backyard Brewing,2015,Washington,47.670005,-117.283504
396,Badass Hard Ciders,2013,New York,41.4270002,-74.1560168
397,Badger Hill Brewing,2012,Minnesota,44.793771,-93.461127
398,Badger Mountain Brewing,2001,Washington,47.4238716,-120.3092545
399,BadWolf Brewing Company,2012,Virginia,38.7535513,-77.4899282
400,Baeltane Brewing,2012,California,38.074834,-122.538325
401,Baere Brewing Company,2014,Colorado,39.7214236,-104.9870303
402,Baerlic Brewing,2014,Oregon,45.5067878,-122.6549234
403,Baffin Brewing Company,2014,Michigan,42.478228,-82.8896029
404,Bagby Beer Company,2014,California,33.1892334,-117.3742944
405,Bainbridge Island Brewing Company,2012,Washington,47.648325,-122.525356
406,BAKFISH Brewing Company,2016,Texas,29.5450043,-95.2269156
407,Bald Birds Brewing Company,2018,Pennsylvania,40.126357,-75.416254
408,Bald Brothers Brewing,2013,Alaska,60.943962,-149.16937
409,Bald Top Brewing,2016,Virginia,38.3805355,-78.2781273
410,Baldy Beard Brewing Company,2010,Pennsylvania,39.9625984,-76.727745
411,Bale Breaker Brewing Company,2013,Washington,46.576781,-120.435485
412,Ballad Brewing,2017,Virginia,36.5844475,-79.3866594
413,Ballast Point Brewing Company,1996,California,32.8881618,-117.1580141
414,Ballast Point Brewing Company,1996,California,32.7277143,-117.1697202
415,Ballast Point Brewing Company,1996,California,32.7667586,-117.1952129
416,Ballast Point Brewing Company,1996,California,33.4977668,-117.1567743
417,Ballast Point Brewing Company,1996,California,33.7465,-118.1147833
418,Ballast Point Brewing Company,1996,California,32.898466,-117.110794
419,Ballast Point Brewing Company,1996,Illinois,41.886173,-87.6486864
